gtdb_species_clade_id,GTDB_species,no_genomes,no_core,no_aux_genome,no_singleton_gene_clusters,no_gene_clusters,singleton_fraction,core_fraction,aux_fraction,mean_intra_species_ANI,min_intra_species_ANI
s__Haemophilus_influenzae_D--RS_GCF_900475755.1,s__Haemophilus_influenzae_D,71,1389,5245,2189.0,6634,0.3299668375037685,0.2093759421163702,0.7906240578836298,96.97,95.46
s__Campylobacter_fetus--RS_GCF_900475935.1,s__Campylobacter_fetus,68,1567,5491,3046.0,7058,0.43156701615188436,0.22201756871635023,0.7779824312836497,99.5,97.66
s__Sphingomonas_koreensis--RS_GCF_002797435.1,s__Sphingomonas_koreensis,72,4559,3074,1767.0,7633,0.23149482510153283,0.5972749901742435,0.4027250098257566,98.13,98.0
s__Aliivibrio_fischeri--RS_GCF_023983475.1,s__Aliivibrio_fischeri,70,3043,11780,5911.0,14823,0.3987721783714498,0.20528907778452404,0.7947109222154759,96.32,95.37
s__Acinetobacter_soli--RS_GCF_000760595.1,s__Acinetobacter_soli,71,2616,14995,9893.0,17611,0.5617511782408722,0.14854352393390494,0.8514564760660951,98.49,98.17
s__Xanthomonas_hortorum--RS_GCF_002939985.1,s__Xanthomonas_hortorum,71,3642,8871,4376.0,12513,0.3497162950531447,0.2910573004075761,0.7089426995924238,98.81,97.51
s__Stenotrophomonas_maltophilia_F--RS_GCF_000284595.1,s__Stenotrophomonas_maltophilia_F,12,3617,3829,2638.0,7446,0.35428417942519475,0.4857641686811711,0.5142358313188289,98.76,98.38
s__Listeria_monocytogenes_B--RS_GCF_000307025.1,s__Listeria_monocytogenes_B,1923,2580,25475,15097.0,28055,0.538121546961326,0.09196221707360541,0.9080377829263946,99.47,95.21
s__Mycobacterium_abscessus--RS_GCF_000069185.1,s__Mycobacterium_abscessus,1825,4070,75332,35524.0,79402,0.4473942721845797,0.05125815470643057,0.9487418452935694,98.55,96.83
s__Vibrio_parahaemolyticus--RS_GCF_900460535.1,s__Vibrio_parahaemolyticus,1804,3962,164888,98573.0,168850,0.5837903464613562,0.023464613562333432,0.9765353864376666,98.33,97.7
s__Burkholderia_mallei--RS_GCF_000011705.1,s__Burkholderia_mallei,1741,5149,63820,33297.0,68969,0.4827821195029651,0.07465672983514332,0.9253432701648566,99.31,98.38
s__Vibrio_cholerae--RS_GCF_000621645.1,s__Vibrio_cholerae,1538,2930,85388,51188.0,88318,0.5795874000769945,0.03317557009896058,0.9668244299010395,98.65,95.32
s__Streptococcus_suis--RS_GCF_000294495.1,s__Streptococcus_suis,1621,1531,42216,22448.0,43747,0.5131323290739936,0.034996685487004825,0.9650033145129951,98.49,95.8
s__Streptococcus_agalactiae--RS_GCF_000186445.1,s__Streptococcus_agalactiae,1487,1565,29031,14373.0,30596,0.4697672898418094,0.051150477186560336,0.9488495228134397,98.62,98.14
s__Pseudomonas_E_viridiflava--RS_GCF_001642795.1,s__Pseudomonas_E_viridiflava,1167,4524,58638,37856.0,63162,0.5993477090655774,0.07162534435261708,0.928374655647383,97.35,96.41
s__Staphylococcus_epidermidis--RS_GCF_006742205.1,s__Staphylococcus_epidermidis,1315,1936,51736,33443.0,53672,0.6230995677448203,0.036070949470860036,0.9639290505291399,99.0,96.59
s__Campylobacter_D_coli--RS_GCF_000254135.1,s__Campylobacter_D_coli,1130,1420,26559,13253.0,27979,0.47367668608599306,0.05075234997676829,0.9492476500232317,98.67,96.32
s__Bordetella_pertussis--RS_GCF_000306945.1,s__Bordetella_pertussis,1019,3550,26476,13708.0,30026,0.45653766735495904,0.11823086658229534,0.8817691334177047,99.45,95.13
s__Wolbachia_pipientis--RS_GCF_021378375.1,s__Wolbachia_pipientis,896,839,15587,6796.0,16426,0.41373432363326434,0.05107755996590771,0.9489224400340923,98.6,95.96
s__Neisseria_gonorrhoeae--RS_GCF_003315235.1,s__Neisseria_gonorrhoeae,954,1776,18119,10593.0,19895,0.5324453380246293,0.08926866046745413,0.9107313395325458,99.57,98.98
s__Brucella_melitensis--RS_GCF_000007125.1,s__Brucella_melitensis,844,2724,19156,9757.0,21880,0.44593235831809874,0.12449725776965265,0.8755027422303473,99.7,97.51
s__Francisella_tularensis--RS_GCF_000008985.1,s__Francisella_tularensis,852,1834,11273,7223.0,13107,0.5510795757991913,0.1399252307927062,0.8600747692072939,99.29,97.47
s__Legionella_pneumophila--RS_GCF_000008485.1,s__Legionella_pneumophila,842,2423,19980,10176.0,22403,0.4542248805963487,0.10815515779136722,0.8918448422086328,97.78,95.56
s__Klebsiella_quasipneumoniae--RS_GCF_020525925.1,s__Klebsiella_quasipneumoniae,801,4104,74651,40667.0,78755,0.5163735635832646,0.05211097708082026,0.9478890229191798,97.28,95.71
s__Helicobacter_pylori--RS_GCF_900478295.1,s__Helicobacter_pylori,786,1134,44747,25893.0,45881,0.5643512565114099,0.02471611342385737,0.9752838865761426,95.73,95.2
s__Lactiplantibacillus_plantarum--RS_GCF_014131735.1,s__Lactiplantibacillus_plantarum,732,2368,40576,20188.0,42944,0.4701005961251863,0.05514157973174367,0.9448584202682563,98.89,95.74
s__Yersinia_pestis--RS_GCF_900460465.1,s__Yersinia_pestis,685,3696,40183,17766.0,43879,0.4048861642243442,0.08423163700175483,0.9157683629982452,99.8,97.1
s__Bacillus_velezensis--RS_GCF_001461825.1,s__Bacillus_velezensis,647,3295,34330,21864.0,37625,0.5811029900332226,0.08757475083056479,0.9124252491694352,98.13,97.33
s__Klebsiella_variicola--RS_GCF_000828055.2,s__Klebsiella_variicola,652,4484,71251,40660.0,75735,0.53687198785238,0.05920644352016901,0.940793556479831,98.96,96.87
s__Bacillus_A_bombysepticus--RS_GCF_006384875.1,s__Bacillus_A_bombysepticus,622,4352,79200,42862.0,83552,0.5129978935273841,0.052087322864802756,0.9479126771351972,98.47,97.53
s__Helicobacter_pylori_C--RS_GCF_000277405.1,s__Helicobacter_pylori_C,609,1178,31530,18007.0,32708,0.5505380946557417,0.036015653662712484,0.9639843463372875,96.41,95.23
s__Bacillus_subtilis--RS_GCF_000009045.1,s__Bacillus_subtilis,559,3517,37076,22228.0,40593,0.5475820954351736,0.08664055379006233,0.9133594462099377,98.63,95.03
s__Citrobacter_freundii--RS_GCF_011064845.1,s__Citrobacter_freundii,574,3815,71203,38375.0,75018,0.5115438961315951,0.05085446159588365,0.9491455384041163,98.72,97.4
s__Haemophilus_influenzae--RS_GCF_001457655.1,s__Haemophilus_influenzae,567,1401,13072,6325.0,14473,0.43702065915843297,0.0968009396807849,0.903199060319215,97.83,97.02
s__Bifidobacterium_longum--RS_GCF_000196555.1,s__Bifidobacterium_longum,540,1357,33561,18402.0,34918,0.5270061286442522,0.03886247780514348,0.9611375221948565,98.48,95.59
s__Proteus_mirabilis--RS_GCF_000160755.1,s__Proteus_mirabilis,521,2917,42745,25873.0,45662,0.5666199465638825,0.06388244054136918,0.9361175594586308,98.91,96.5
s__Staphylococcus_haemolyticus--RS_GCF_006094395.1,s__Staphylococcus_haemolyticus,513,1956,27853,17233.0,29809,0.5781139924183971,0.06561776644637525,0.9343822335536247,98.6,96.62
s__Streptococcus_pyogenes--RS_GCF_002055535.1,s__Streptococcus_pyogenes,2082,1394,21235,11137.0,22629,0.49215608290247026,0.06160236864200804,0.9383976313579919,98.85,98.36
s__Neisseria_meningitidis--RS_GCF_900638555.1,s__Neisseria_meningitidis,2121,1427,34542,17384.0,35969,0.48330506825321806,0.03967305179460091,0.9603269482053991,97.79,97.16
s__Listeria_monocytogenes--RS_GCF_900187225.1,s__Listeria_monocytogenes,2212,2602,29548,17825.0,32150,0.5544323483670296,0.08093312597200622,0.9190668740279938,99.04,95.98
s__Enterococcus_faecalis--RS_GCF_000392875.1,s__Enterococcus_faecalis,2250,2171,66620,35089.0,68791,0.5100812606300242,0.03155936096291666,0.9684406390370833,98.68,96.8
s__Campylobacter_D_jejuni--RS_GCF_001457695.1,s__Campylobacter_D_jejuni,2313,1350,50007,24431.0,51357,0.4757092509297661,0.02628658216017291,0.9737134178398271,97.52,95.69
s__Enterobacter_hormaechei_A--RS_GCF_001729745.1,s__Enterobacter_hormaechei_A,2453,3574,153463,95270.0,157037,0.6066723128944134,0.022758967631831988,0.9772410323681681,96.68,95.22
s__Enterococcus_B_faecium--RS_GCF_001544255.1,s__Enterococcus_B_faecium,2533,1971,73424,39204.0,75395,0.5199814311293852,0.02614231712978314,0.9738576828702169,99.3,98.03
s__Clostridioides_difficile--RS_GCF_001077535.1,s__Clostridioides_difficile,2604,3078,95857,55410.0,98935,0.560064688937181,0.031111335725476322,0.9688886642745237,98.85,95.94
