gtdb_species_clade_id,GTDB_species,n_genomes_in_tree,cv_branch_dist,std_branch_dist,mean_branch_dist,max_branch_dist,median_branch_dist,max_median_ratio,no_genomes,no_core,no_aux_genome,no_singleton_gene_clusters,no_gene_clusters,singleton_fraction,core_fraction,aux_fraction,mean_intra_species_ANI,n_genomes_with_env,n_distinct_env_broad,env_broad_entropy,env_coverage_fraction,in_prior_ecotype_analysis,z_phylo,z_env,z_open,composite_score,rank,short_name
s__Micrococcus_luteus--RS_GCF_000023205.1,s__Micrococcus_luteus,294,0.2558928690472744,0.0068581045309891,0.0268006863830277,0.046494,0.025909,1.794511559689683,295,1713,21956,11945.0,23669,0.5046685538045544,0.0723731463095187,0.9276268536904811,97.01,53,12,2.366478943804237,0.1796610169491525,False,-0.677302262484437,0.9660370039410229,0.2986291024378518,0.19578794796481255,130,Micrococcus luteus
s__Thomasclavelia_ramosa--RS_GCF_014131695.1,s__Thomasclavelia_ramosa,110,0.5110215965736752,0.0007538806552641,0.0014752422604422,0.002677,0.001784,1.500560538116592,111,2729,20105,13908.0,22834,0.6090917053516686,0.1195147586931768,0.8804852413068232,99.66,87,4,0.6754590352026377,0.7837837837837838,False,-0.11270830721464077,-0.8098936397963873,1.4992762782305389,0.1922247770731703,131,Thomasclavelia ramosa
s__Leptospira_interrogans--RS_GCF_900156205.1,s__Leptospira_interrogans,362,0.5956038335538218,0.003330071254017,0.0055910843188286,0.01771,0.005342,3.3152377386746537,363,3099,27868,16095.0,30967,0.5197468272677366,0.1000742726127813,0.8999257273872187,99.32,7,2,1.4488156357208566,0.0192837465564738,False,0.0744702209942085,0.002295311031909748,0.47199761489106334,0.1829210489723939,132,Leptospira interrogans
s__Bacteroides_thetaiotaomicron--RS_GCF_000011065.1,s__Bacteroides_thetaiotaomicron,286,0.3623128093075105,0.0041993329195446,0.0115903517945469,0.035162,0.012207,2.8804784140247395,287,3225,62409,34472.0,65634,0.5252155894810616,0.0491361184751805,0.9508638815248196,98.44,132,8,1.8732308296497624,0.4599303135888501,False,-0.44179740353089325,0.44802155277048483,0.5348769075501052,0.18036701892989893,133,Bacteroides thetaiotaomicron
s__Bacillus_A_thuringiensis--RS_GCF_002119445.1,s__Bacillus_A_thuringiensis,269,0.3972452891748838,0.0053635769392339,0.0135019271100096,0.025315,0.01428,1.7727591036414567,270,4413,53685,25968.0,58098,0.4469689145925849,0.0759578642982546,0.9240421357017452,98.14,16,8,2.6467822215868138,0.0592592592592592,False,-0.3644926359850201,1.2604150760275759,-0.36479570171442965,0.17704224610937538,134,Bacillus A thuringiensis
s__Bacteroides_fragilis--RS_GCF_000025985.1,s__Bacteroides_fragilis,309,0.3374483367292112,0.0017713779356634,0.0052493307652155,0.01858,0.004933,3.7664707074802353,310,3144,44881,24066.0,48025,0.5011140031233733,0.0654659031754294,0.9345340968245706,99.03,117,12,2.1685430560337444,0.3774193548387097,False,-0.49682190451432984,0.7581622138223905,0.25775922661681244,0.17303317864162437,135,Bacteroides fragilis
s__Staphylococcus_pseudintermedius--RS_GCF_001792775.2,s__Staphylococcus_pseudintermedius,425,0.3300294650640432,0.0014201516158036,0.0043031055288594,0.011179,0.004472,2.4997763864042932,426,2040,24203,16256.0,26243,0.6194413748428153,0.0777350150516328,0.9222649849483672,99.31,20,2,0.8841837197748608,0.0469483568075117,True,-0.5132396953985132,-0.5906883178775147,1.6182757650380832,0.17144925058735172,136,Staphylococcus pseudintermedius
s__Citrobacter_braakii--RS_GCF_002075345.1,s__Citrobacter_braakii,165,0.3135287917032506,0.0020280009275928,0.0064683084337349,0.019586,0.006469,3.0276704281960116,166,3797,33136,17654.0,36933,0.4780007039774727,0.1028077870738905,0.8971922129261094,98.63,55,10,2.463584042325972,0.3313253012048193,False,-0.54975530274587,1.0680180150755991,-0.007995224686606585,0.17008916254770748,137,Citrobacter braakii
s__Bordetella_pertussis--RS_GCF_000306945.1,s__Bordetella_pertussis,1018,1.5807294980672195,0.0051331671884103,0.0032473406706756,0.040132,0.000426,94.20657276995306,1019,3550,26476,13708.0,30026,0.456537667354959,0.1182308665822953,0.8817691334177047,99.45,8,0,-1.4428232973175177e-12,0.0078508341511285,False,2.2545304625750013,-1.5192693207723875,-0.2547751190199936,0.16016200759420673,138,Bordetella pertussis
s__Bacillus_A_tropicus--RS_GCF_001884035.1,s__Bacillus_A_tropicus,94,0.4488425152209315,0.0095870639176051,0.0213595272116461,0.037337,0.024304,1.5362491770901912,95,4110,28051,15782.0,32161,0.4907185721837007,0.1277945337520599,0.87220546624794,96.54,4,4,1.9999999999942293,0.0421052631578947,False,-0.2503091717521524,0.581156149915519,0.1382335791531417,0.15636018577216945,139,Bacillus A tropicus
s__Enterococcus_B_durans--RS_GCF_001544215.1,s__Enterococcus_B_durans,142,0.9920403160905292,0.0057908566841208,0.0058373199054466,0.018112,0.003325,5.447218045112782,143,2128,14745,8231.0,16873,0.487820778758964,0.1261186510993895,0.8738813489006104,98.76,76,8,0.8738752007901966,0.5314685314685315,True,0.9517749598950191,-0.6015144557977674,0.10491503398482305,0.1517251793606916,140,Enterococcus B durans
s__Campylobacter_D_jejuni--RS_GCF_001457695.1,s__Campylobacter_D_jejuni,2312,0.4141133284638873,0.009688908284511,0.0233967554738001,0.055624,0.025018,2.2233591813894,2313,1350,50007,24431.0,51357,0.4757092509297661,0.0262865821601729,0.9737134178398272,97.52,43,8,2.2169624291077183,0.0185905750108084,False,-0.3271640563610758,0.809012856062158,-0.034342127547023656,0.1491688907180195,141,Campylobacter D jejuni
s__Ruminococcus_B_gnavus--RS_GCF_008121495.1,s__Ruminococcus_B_gnavus,121,0.6560930467086379,0.0064097876425912,0.0097696320281804,0.029215,0.006561,4.452827312909617,122,1999,28168,15515.0,30167,0.5143037093512779,0.0662644611661749,0.9337355388338252,98.53,71,6,1.2769758077003677,0.5819672131147541,False,0.20833144641305645,-0.17817306479491293,0.40941317784738646,0.14652385315517666,142,Ruminococcus B gnavus
s__Ligilactobacillus_salivarius--RS_GCF_001435955.1,s__Ligilactobacillus_salivarius,209,0.4260504333081444,0.0069576047097788,0.0163304720893141,0.031203,0.017304,1.803224687933426,210,1379,17279,9056.0,18658,0.4853682066673813,0.0739093150391253,0.9260906849608748,97.78,63,11,2.073719690215432,0.3,False,-0.30074752027032164,0.6585775074316048,0.07671560012787634,0.14484852909638649,143,Ligilactobacillus salivarius
s__Limosilactobacillus_reuteri--RS_GCF_000016825.1,s__Limosilactobacillus_reuteri,229,0.4220767025270964,0.0116503800107986,0.0276025185494588,0.049287,0.029316,1.6812320916905443,230,1371,24018,11621.0,25389,0.4577179093308126,0.053999763677183,0.9460002363228168,96.68,138,14,2.381377485425564,0.6,False,-0.30954129430197036,0.9816836420898263,-0.24120481230097796,0.14364584516229265,144,Limosilactobacillus reuteri
s__Streptococcus_sp001556435--RS_GCF_009738225.1,s__Streptococcus_sp001556435,82,0.2459058735354412,0.0069346098019085,0.0282002609462239,0.044555,0.02947,1.51187648456057,83,1497,10316,6073.0,11813,0.5140946414966562,0.1267247947176839,0.8732752052823161,96.13,47,6,2.1301323896897593,0.5662650602409639,True,-0.6994032518632365,0.7178228428548026,0.407009336118023,0.14180964236986301,145,Streptococcus sp001556435
s__Lactobacillus_crispatus--RS_GCF_018987235.1,s__Lactobacillus_crispatus,327,0.6626324315746135,0.0080853303059934,0.0122018330536287,0.031692,0.009514,3.331091023754467,328,1310,24739,13155.0,26049,0.505009789243349,0.0502898383815117,0.9497101616184882,97.61,237,9,1.3103356101751389,0.7225609756097561,False,0.22280295341389214,-0.14313817538727366,0.3025525941137784,0.1274057907134656,146,Lactobacillus crispatus
s__Bifidobacterium_breve--RS_GCF_001025175.1,s__Bifidobacterium_breve,204,0.3720938476200227,0.0055269533367653,0.0148536541846006,0.025119,0.0164185,1.5299205164905445,205,1377,19610,11776.0,20987,0.5611092581121647,0.0656120455520083,0.9343879544479916,98.5,114,9,1.2984813522256775,0.5560975609756098,False,-0.42015219265617815,-0.15558766805387725,0.947578796281441,0.12394631185712852,147,Bifidobacterium breve
s__Stenotrophomonas_sepilia--RS_GCF_003244875.1,s__Stenotrophomonas_sepilia,102,0.4451748747616941,0.0106335573141283,0.0238862476679992,0.036151,0.028764,1.2568140731469892,103,3194,16532,9516.0,19726,0.482409003345838,0.1619182804420561,0.8380817195579439,96.92,4,3,1.9999999999942293,0.0388349514563106,True,-0.2584255750026413,0.581156149915519,0.04269096997673331,0.12180718162987035,148,Stenotrophomonas sepilia
s__Bacteroides_stercoris--GB_GCA_025147325.1,s__Bacteroides_stercoris,85,0.4404325133024314,0.0045488580931967,0.0103281614227086,0.018632,0.008832,2.1096014492753623,86,2058,21870,11389.0,23928,0.4759695753928452,0.0860080240722166,0.9139919759277834,98.25,51,5,2.0604089825630147,0.5930232558139535,True,-0.26892031089367147,0.6445984327385657,-0.03134894235049574,0.11477639316479948,149,Bacteroides stercoris
s__Ralstonia_solanacearum--RS_GCF_002251695.1,s__Ralstonia_solanacearum,140,0.8770772437911709,0.0113356400796454,0.0129243349544072,0.032394,0.017242,1.8787843637629045,141,3853,19154,10324.0,23007,0.4487329943060807,0.1674707697657234,0.8325292302342765,96.27,15,3,1.429473298355513,0.1063829787234042,False,0.697364347931513,-0.018018258000537298,-0.34451248583268845,0.11161120136609577,150,Ralstonia solanacearum
s__Pasteurella_multocida--RS_GCF_900187275.1,s__Pasteurella_multocida,348,0.6533872056839355,0.0058772220252925,0.0089950062905509,0.028642,0.008266,3.465037503024438,349,1813,13180,6955.0,14993,0.463883145467885,0.1209230974454745,0.8790769025545254,98.83,72,7,1.7248416859019011,0.2063037249283667,False,0.20234348299835272,0.29218138421935913,-0.1703175306359419,0.1080691121939233,151,Pasteurella multocida
s__Enterobacter_kobei--RS_GCF_001729765.1,s__Enterobacter_kobei,251,0.2849673808499328,0.0014237208676081,0.004996083633719,0.007609,0.005359,1.4198544504571748,252,3829,38033,21166.0,41862,0.5056136830538436,0.0914672017581577,0.9085327982418424,98.84,28,7,2.0399667684297853,0.1111111111111111,True,-0.6129610423664374,0.6231297591171735,0.30949610603911804,0.10655494092995137,152,Enterobacter kobei
s__Vibrio_vulnificus--RS_GCF_002224265.1,s__Vibrio_vulnificus,271,0.5235549307521252,0.0105877037844999,0.0202227181191664,0.035259,0.0207335,1.7005811850387056,272,3565,48848,29453.0,52413,0.5619407398927747,0.0680174765802377,0.9319825234197624,97.02,38,3,0.90673464834796,0.1397058823529411,True,-0.08497232943927646,-0.5670050454961628,0.9571390924113853,0.101720572491982,153,Vibrio vulnificus
s__Mannheimia_haemolytica--RS_GCF_004342115.1,s__Mannheimia_haemolytica,196,1.0501070283029816,0.004586870328052,0.0043680026934631,0.034793,0.004821,7.216967434142292,197,1985,7666,4238.0,9651,0.4391254792249507,0.2056781680654854,0.7943218319345146,99.18,18,2,1.134969974599613,0.0913705583756345,False,1.080275246928156,-0.32730939921077623,-0.4549787538742143,0.09932903128105514,154,Mannheimia haemolytica
s__Moraxella_catarrhalis--RS_GCF_001632285.1,s__Moraxella_catarrhalis,206,0.9395887947725612,0.0139020593851348,0.0147958973781717,0.04157,0.006867,6.053589631571284,207,1458,10297,6614.0,11755,0.5626541897065078,0.1240323266695023,0.8759676733304976,98.74,7,1,-1.4428232973175177e-12,0.0338164251207729,False,0.8357009600442373,-1.5192693207723875,0.9653422685388745,0.0939246359369081,155,Moraxella catarrhalis
s__Enterococcus_D_casseliflavus--RS_GCF_001544095.1,s__Enterococcus_D_casseliflavus,82,0.2260452855002946,0.0022846298031822,0.0101069562151043,0.017713,0.010339,1.7132217816036368,83,2509,18165,10933.0,20674,0.5288284802166973,0.1213601625229757,0.8786398374770242,98.27,12,4,1.867633890963999,0.144578313253012,False,-0.7433542724380837,0.442143576483744,0.576417571607073,0.09173562521757776,156,Enterococcus D casseliflavus
s__Bacteroides_caccae--RS_GCF_002222615.2,s__Bacteroides_caccae,98,0.3862045872320145,0.0015150283693229,0.0039228647701504,0.008293,0.004311,1.923683600092786,99,2862,23563,13014.0,26425,0.492488174077578,0.1083065279091769,0.8916934720908231,99.28,68,6,1.914774784208034,0.6868686868686869,True,-0.3889254532507059,0.4916515429242266,0.15858028852441144,0.08710212606597738,157,Bacteroides caccae
s__Ruminococcus_D_bicirculans--RS_GCF_000723465.1,s__Ruminococcus_D_bicirculans,84,0.2767420426615867,0.0042742955774763,0.0154450532212885,0.023245,0.015807,1.470551021699247,85,1762,13342,7596.0,15104,0.5029131355932204,0.1166578389830508,0.8833421610169492,97.48,51,6,1.995107263193871,0.6,True,-0.6311635249571503,0.5760177354170858,0.2784454756601983,0.07443322870671125,158,Ruminococcus D bicirculans
s__Lactobacillus_gasseri--RS_GCF_000014425.1,s__Lactobacillus_gasseri,45,0.7272958091477759,0.0049907417882403,0.006862052173913,0.021513,0.006596,3.2615221346270467,46,1432,4900,2630.0,6332,0.4153506001263424,0.226152874289324,0.7738471257106759,99.26,26,6,2.0037807204981193,0.5652173913043478,False,0.36590150785385855,0.5851267107374889,-0.7283399867199544,0.07422941062379769,159,Lactobacillus gasseri
s__Rhizobium_leguminosarum_L--RS_GCF_000009265.1,s__Rhizobium_leguminosarum_L,70,0.8104265085547327,0.0123463267062978,0.0152343569416499,0.04217,0.010924,3.860307579641157,71,5905,21020,11183.0,26925,0.415338904363974,0.2193129062209842,0.7806870937790158,98.51,52,4,1.822085878881588,0.7323943661971831,True,0.549867817087543,0.39430847412509223,-0.7284744634509117,0.07190060925390784,160,Rhizobium leguminosarum L
s__Sphingomonas_koreensis--RS_GCF_002797435.1,s__Sphingomonas_koreensis,71,2.1373285418504566,0.0035991533946084,0.0016839495305164,0.011237,0.000324,34.6820987654321,72,4559,3074,1767.0,7633,0.2314948251015328,0.5972749901742435,0.4027250098257566,98.13,72,3,1.0299180489408406,1.0,False,3.486271233893846,-0.43763626941026385,-2.842295692578115,0.06877975730182244,161,Sphingomonas koreensis
s__Helicobacter_pylori_BU--RS_GCF_900120335.1,s__Helicobacter_pylori_BU,369,0.2121702494360712,0.0108125696964065,0.0509617617226983,0.081566,0.05207,1.566468215863261,370,1192,20961,11306.0,22153,0.5103597706856859,0.0538076107073534,0.9461923892926466,96.41,4,3,1.9999999999942293,0.0108108108108108,False,-0.7740594053604446,0.581156149915519,0.3640661570939851,0.0570543005496865,162,Helicobacter pylori BU
s__Campylobacter_fetus--RS_GCF_900475935.1,s__Campylobacter_fetus,67,1.5652536325446704,0.0036369698828404,0.0023235658472344,0.014644,0.001722,8.504065040650406,68,1567,5491,3046.0,7058,0.4315670161518843,0.2220175687163502,0.7779824312836497,99.5,0,0,0.0,0.0,True,2.220282731199101,-1.519269320770872,-0.541885222483486,0.05304272931491427,163,Campylobacter fetus
s__Klebsiella_ornithinolytica--RS_GCF_001598295.1,s__Klebsiella_ornithinolytica,121,0.2095688662172624,0.0005540564138166,0.0026437916271507,0.004244,0.002681,1.582991421111526,122,4533,26226,15582.0,30759,0.5065834389934654,0.1473715010240905,0.8526284989759095,99.42,13,5,2.034940913947572,0.1065573770491803,True,-0.7798162060740285,0.6178515427339563,0.32064626491542575,0.052893867191784516,164,Klebsiella ornithinolytica
s__Flavonifractor_plautii--RS_GCF_000239295.1,s__Flavonifractor_plautii,69,0.3099298505998473,0.0033144932606003,0.010694333747412,0.016723,0.011742,1.424203713166411,70,2588,26318,14141.0,28906,0.4892063931363731,0.0895315851380336,0.9104684148619664,98.24,39,6,2.001256986517338,0.5571428571428572,False,-0.5577196759156584,0.5824762531702465,0.12084669247554913,0.04853442324337909,165,Flavonifractor plautii
s__Phocaeicola_vulgatus--RS_GCF_000012825.1,s__Phocaeicola_vulgatus,448,0.3840156249316774,0.0025536417308191,0.0066498380925867,0.032358,0.006567,4.927364093193239,449,2635,71920,39652.0,74555,0.531848970558648,0.0353430353430353,0.9646569646569648,98.85,233,11,1.3764937478774666,0.5189309576837416,False,-0.39376957603948864,-0.07365805662549982,0.611146873920229,0.04790641375174687,166,Phocaeicola vulgatus
s__Curtobacterium_flaccumfaciens--RS_GCF_013359815.1,s__Curtobacterium_flaccumfaciens,81,0.3835614989378793,0.0087507869744229,0.0228145603733815,0.041847,0.025323,1.6525293211704777,82,2728,13206,7948.0,15934,0.4988075812727501,0.1712062256809338,0.8287937743190662,96.92,48,4,1.7382446058923693,0.5853658536585366,True,-0.3947745463284687,0.3062573014841753,0.23124021392557173,0.047574323027092774,167,Curtobacterium flaccumfaciens
s__Klebsiella_quasipneumoniae--RS_GCF_020525925.1,s__Klebsiella_quasipneumoniae,800,0.6075300462249331,0.0086316230855022,0.0142077303651685,0.034717,0.0135,2.5716296296296295,801,4104,74651,40667.0,78755,0.5163735635832646,0.0521109770808202,0.9478890229191798,97.28,98,8,1.0631060150549236,0.1223470661672908,False,0.10086265295847913,-0.40278184473701484,0.4332121592142349,0.043764322478566396,168,Klebsiella quasipneumoniae
s__Bacillus_A_mycoides--RS_GCF_000832605.1,s__Bacillus_A_mycoides,123,0.3507241983007554,0.0061395778483911,0.0175054298452661,0.032915,0.018004,1.8282048433681408,124,3929,39674,22023.0,43603,0.5050799256931863,0.0901084787743962,0.9098915212256038,97.98,17,4,1.726347224336207,0.1370967741935483,False,-0.46744273084398413,0.2937625198566204,0.3033590161492136,0.043226268387283294,169,Bacillus A mycoides
s__Vibrio_campbellii--RS_GCF_002163755.1,s__Vibrio_campbellii,86,0.5840594528321181,0.0079961454841173,0.0136906361935311,0.027049,0.016638,1.6257362663781705,87,3762,21142,13168.0,24904,0.528750401541921,0.151060070671378,0.848939929328622,96.67,10,1,0.9709505944517832,0.1149425287356321,False,0.04892277427583527,-0.4995646410856209,0.5755198306466551,0.041625987945623166,170,Vibrio campbellii
s__Aeromonas_dhakensis--RS_GCF_000820305.1,s__Aeromonas_dhakensis,63,0.2396933137917378,0.0041359548554051,0.0172551949404761,0.024222,0.017769,1.36316056052676,64,3736,11432,7369.0,15168,0.4858254219409282,0.2463080168776371,0.7536919831223629,97.33,8,4,2.155639062222354,0.125,False,-0.7131515024505187,0.7446102751848391,0.08197261659194761,0.03781046310875601,171,Aeromonas dhakensis
s__Pectobacterium_versatile_A--RS_GCF_020166435.1,s__Pectobacterium_versatile_A,88,0.3007135955095489,0.0041153136257204,0.0136851598569969,0.031589,0.012941,2.441001468201839,89,3634,16158,8951.0,19792,0.4522534357316087,0.1836095392077607,0.8163904607922393,95.89,51,9,2.3816706213938192,0.5730337078651685,False,-0.578115034622053,0.9819914972168762,-0.3040347948946144,0.033280555900069585,172,Pectobacterium versatile A
s__Enterobacter_cloacae_M--RS_GCF_002208095.1,s__Enterobacter_cloacae_M,135,0.5372419371498498,0.0048912511544308,0.0091043733115468,0.018973,0.010616,1.7872079879427278,136,3720,25109,13626.0,28829,0.4726490686461549,0.1290367338443928,0.8709632661556072,98.23,34,7,1.6523455612543505,0.25,True,-0.054683301806766234,0.21604503085125404,-0.06952780392043666,0.03061130837468372,173,Enterobacter cloacae M
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,s__Pseudomonas_E_protegens,77,0.4771194449112193,0.0041051819383679,0.0086040969030969,0.020924,0.008034,2.604431167537964,78,5532,11941,7290.0,17473,0.417215131917816,0.3166027585417501,0.6833972414582499,98.78,28,10,2.378783493470306,0.358974358974359,False,-0.18773298234567531,0.9789593987030286,-0.7069017826776407,0.02810821122657085,174,Pseudomonas E protegens
s__Clostridium_AQ_innocuum--RS_GCF_012317185.1,s__Clostridium_AQ_innocuum,80,0.6630553092160829,0.0055341313815355,0.0083464098765432,0.017547,0.005629,3.117249955587138,81,3035,16743,8460.0,19778,0.4277480028314289,0.1534533319850339,0.8465466680149661,97.89,50,6,1.8513464332392904,0.6172839506172839,True,0.22373877182410107,0.42503828095484186,-0.5857958638459108,0.020993729644344056,175,Clostridium AQ innocuum
s__Pseudomonas_E_avellanae--RS_GCF_000444135.1,s__Pseudomonas_E_avellanae,318,0.6825220445449697,0.0126192323809319,0.0184891205812188,0.033558,0.021181,1.58434445965724,319,4006,59148,31471.0,63154,0.4983215631630617,0.0634322449884409,0.9365677550115592,96.76,20,3,1.0219280948815916,0.0626959247648902,False,0.26681820549700697,-0.44602742091811837,0.22565202527070052,0.015480936616529708,176,Pseudomonas E avellanae
s__Acinetobacter_soli--RS_GCF_000760595.1,s__Acinetobacter_soli,70,0.1503427539341538,0.0012505719602596,0.0083181392354124,0.011497,0.008332,1.3798607777244358,71,2616,14995,9893.0,17611,0.5617511782408722,0.1485435239339049,0.8514564760660951,98.49,53,5,1.447833592366489,0.7464788732394366,False,-0.9108822185665382,0.0012639565944906734,0.954959531091665,0.015113756373205814,177,Acinetobacter soli
s__Aeromonas_hydrophila--RS_GCF_000014805.1,s__Aeromonas_hydrophila,168,0.2479497418687346,0.0042915779361811,0.0173082573260073,0.027292,0.01786,1.528107502799552,169,3653,25861,14519.0,29514,0.4919360303584739,0.1237717693298095,0.8762282306701904,97.01,52,7,1.9968439462607508,0.3076923076923077,True,-0.694880218657478,0.577841622091183,0.15223179408469972,0.011731065839468239,178,Aeromonas hydrophila
s__Bacillus_paralicheniformis--RS_GCF_001042485.2,s__Bacillus_paralicheniformis,109,0.6843958948067348,0.0072805182505998,0.0106378753961634,0.031952,0.008582,3.7231414588673974,110,3801,12015,7338.0,15816,0.4639605462822458,0.2403262518968133,0.7596737481031867,98.7,51,7,1.3768816171509448,0.4636363636363636,False,0.2709649926547324,-0.0732507113748435,-0.16942758364823365,0.009428899210551742,179,Bacillus paralicheniformis
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1,s__Acinetobacter_nosocomialis,245,0.355262147778731,0.0042980999848238,0.0120983899120623,0.020537,0.013157,1.5609181424336855,246,2938,33472,20078.0,36410,0.5514419115627575,0.0806921175501236,0.9193078824498764,97.93,74,8,1.1110107629718708,0.3008130081300813,True,-0.457400353925377,-0.3524716683910863,0.8364245918738287,0.0088508565191218,180,Acinetobacter nosocomialis
s__Ralstonia_pseudosolanacearum--RS_GCF_024925465.1,s__Ralstonia_pseudosolanacearum,69,0.8864982486987941,0.0109305476337374,0.0123300273291925,0.032072,0.006508,4.928088506453596,70,3987,17476,9555.0,21463,0.4451847365233192,0.1857615431207193,0.8142384568792806,95.97,7,2,1.1488348542765885,0.1,False,0.7182128132336446,-0.3127483259999734,-0.3853100065236332,0.006718160236679353,181,Ralstonia pseudosolanacearum
s__Klebsiella_variicola--RS_GCF_000828055.2,s__Klebsiella_variicola,651,0.4937218456405138,0.0039962180466071,0.0080940677061246,0.025933,0.007125,3.639719298245614,652,4484,71251,40660.0,75735,0.53687198785238,0.059206443520169,0.940793556479831,98.96,57,7,0.9711219025453895,0.0874233128834355,True,-0.15099225469180289,-0.49938473114404763,0.6689010351222697,0.006174683095473051,182,Klebsiella variicola
s__Legionella_pneumophila--RS_GCF_000008485.1,s__Legionella_pneumophila,841,0.4532012850170805,0.008257223747638,0.0182197712597546,0.033118,0.021817,1.5179905578218822,842,2423,19980,10176.0,22403,0.4542248805963487,0.1081551577913672,0.8918448422086328,97.78,16,4,1.9211796919402844,0.0190023752969121,False,-0.24066331531262763,0.4983780585933534,-0.2813673148002877,-0.007884190506520653,183,Legionella pneumophila
s__Helicobacter_pylori--RS_GCF_900478295.1,s__Helicobacter_pylori,785,0.1849148583938553,0.0098344626554502,0.0531837340756227,0.085377,0.052814,1.6165600030294998,786,1134,44747,25893.0,45881,0.5643512565114099,0.0247161134238573,0.9752838865761426,95.73,12,2,1.2806721295165588,0.015267175572519,True,-0.8343749534374728,-0.17429114054961087,0.9848549765566739,-0.007937039143469956,184,Helicobacter pylori
s__Bacillus_pumilus--RS_GCF_900186955.1,s__Bacillus_pumilus,174,0.7220525325925287,0.0154338695643835,0.0213749954022988,0.043741,0.028955,1.5106544638231738,175,3124,18682,11800.0,21806,0.5411354673025772,0.1432633220214619,0.856736677978538,95.81,80,2,0.382410572543146,0.4571428571428571,False,0.3542982584761729,-1.1176568673550185,0.7179221045411511,-0.015145501445898138,185,Bacillus pumilus
s__Borreliella_garinii--RS_GCF_001922545.1,s__Borreliella_garinii,92,0.5367932607952692,0.0081992950887369,0.0152745864890135,0.024534,0.0163165,1.5036312934759293,93,857,10253,6655.0,11110,0.599009900990099,0.0771377137713771,0.9228622862286228,97.97,52,2,0.1370994788969323,0.5591397849462365,False,-0.05567621217058429,-1.3752857020239826,1.383356678464854,-0.01586841190990425,186,Borreliella garinii
s__Morganella_morganii--RS_GCF_019243775.1,s__Morganella_morganii,176,0.4919068135236157,0.0052982603259909,0.0107708618387262,0.026073,0.0099125,2.6303152585119793,177,3008,23019,14017.0,26027,0.5385561148038576,0.1155722903139047,0.8844277096860952,98.33,16,2,0.8683927290060346,0.0903954802259887,False,-0.15500887865946317,-0.6072722174866707,0.6882649619719164,-0.02467204472473916,187,Morganella morganii
s__Vibrio_anguillarum--RS_GCF_001989995.2,s__Vibrio_anguillarum,163,0.485729735402282,0.0034522062051556,0.0071072572946281,0.014579,0.00841,1.7335315101070152,164,2869,48225,26877.0,51094,0.5260304536736212,0.0561514072102399,0.94384859278976,98.46,2,2,0.9999999999971146,0.0121951219512195,False,-0.16867860923958153,-0.46905658542767653,0.5442461362791372,-0.031163019462706942,188,Vibrio anguillarum
s__Dorea_formicigenerans--GB_GCA_025150245.1,s__Dorea_formicigenerans,67,0.4157353145964202,0.005057451309589,0.0121650750658472,0.02188,0.012477,1.7536266730784644,68,1796,17088,9404.0,18884,0.4979877144672738,0.0951069688625291,0.9048930311374708,97.75,41,4,1.424723301310873,0.6029411764705882,False,-0.3235746386783308,-0.023006765389675006,0.22181346564286777,-0.041589312808379346,189,Dorea formicigenerans
s__Oenococcus_oeni--RS_GCF_000372485.1,s__Oenococcus_oeni,229,0.810595651088067,0.003595887323043,0.004436104879438,0.014442,0.002758,5.236403190717912,230,1441,23067,12093.0,24508,0.4934307165007344,0.0587971274685816,0.9412028725314184,99.44,155,1,0.6057892520802093,0.6739130434782609,False,0.5502421255898642,-0.8830617333003712,0.16941754905199594,-0.054467352886170356,190,Oenococcus oeni
s__Vibrio_fluvialis--RS_GCF_900460245.1,s__Vibrio_fluvialis,92,0.3537952840297666,0.0039990518852625,0.0113032933613838,0.019939,0.0103994999999999,1.917303716524833,93,3767,18159,12061.0,21926,0.5500775335218462,0.1718051628203958,0.8281948371796041,98.17,3,1,0.918295834051604,0.032258064516129,False,-0.46064648937197805,-0.5548633410344933,0.820737106701591,-0.06492424123496014,191,Vibrio fluvialis
s__Xanthomonas_campestris--RS_GCF_000007145.1,s__Xanthomonas_campestris,127,0.4831732030305964,0.0088230109649795,0.0182605552411417,0.036022,0.018084,1.9919265649192657,128,3436,14466,7259.0,17902,0.405485420623394,0.1919338621383085,0.8080661378616915,98.36,11,5,2.2221915754980217,0.0859375,False,-0.17433615606897912,0.8145045721962444,-0.8417688550639519,-0.06720014631222888,192,Xanthomonas campestris
s__Yersinia_ruckeri--RS_GCF_000754815.1,s__Yersinia_ruckeri,96,1.3792733489075526,0.0016862108441631,0.0012225356529209,0.012515,0.001126,11.1145648312611,97,2913,5149,2323.0,8062,0.2881419002728851,0.3613247333167948,0.6386752666832052,99.7,72,3,1.6033990840793635,0.7422680412371134,False,1.8087126780775324,0.16464081717174933,-2.1909731667423213,-0.07253989049767988,193,Yersinia ruckeri
s__Clostridium_butyricum--RS_GCF_006742065.1,s__Clostridium_butyricum,65,0.4747659066135371,0.0041825634677204,0.0088097384615384,0.017616,0.007279,2.420112652836928,66,3190,13079,6660.0,16269,0.4093675087589895,0.196078431372549,0.803921568627451,98.61,19,6,2.144023910747324,0.2878787878787879,False,-0.19294130799857473,0.7324118951827874,-0.7971329856506634,-0.08588746615548355,194,Clostridium butyricum
