species_id	biome_id	gtdb_phylum	length	genome_type	AA	CB	CE	GH	GT	PL	total_cazy	cazy_density	genome_count	total_genes	core_genes	cloud_genes	cloud_fraction	core_fraction
MGYG000311904	chicken-gut	Firmicutes_A	3916745	MAG	0.0	4.0	2.0	32.0	15.0	0.0	53.0	13.531644260731806	3	3363	2441	0	0.0	0.7258400237882843
MGYG000311954	chicken-gut	Desulfobacterota_I	2246882	MAG	0.0	1.0	1.0	3.0	20.0	0.0	25.0	11.126530009141558	5	2054	889	0	0.0	0.4328140214216163
MGYG000311975	chicken-gut	Firmicutes_A	2602489	MAG	0.0	4.0	0.0	13.0	16.0	0.0	33.0	12.680168869109536	49	3751	169	801	0.2135430551852839	0.0450546520927752
MGYG000311995	chicken-gut	Firmicutes	1395435	MAG	0.0	1.0	0.0	2.0	10.0	0.0	13.0	9.31609139802284	10	1568	528	64	0.0408163265306122	0.336734693877551
MGYG000312060	chicken-gut	Firmicutes_A	2146476	MAG	0.0	1.0	1.0	31.0	11.0	0.0	44.0	20.49871510326694	12	2143	247	35	0.0163322445170321	0.1152589827344843
MGYG000312087	chicken-gut	Firmicutes_A	1710847	MAG	0.0	1.0	0.0	21.0	10.0	0.0	32.0	18.70418570450777	5	1573	1216	0	0.0	0.7730451366815003
MGYG000312111	chicken-gut	Firmicutes_A	1017832	MAG	0.0	0.0	0.0	1.0	4.0	0.0	5.0	4.912402046703188	16	1177	239	68	0.0577740016992353	0.2030586236193712
MGYG000312144	chicken-gut	Firmicutes_A	893043	MAG	0.0	0.0	0.0	1.0	4.0	0.0	5.0	5.598834546600779	10	913	312	39	0.0427163198247535	0.3417305585980285
MGYG000312160	chicken-gut	Firmicutes_A	1249237	MAG	0.0	0.0	0.0	4.0	6.0	0.0	10.0	8.004886182525814	14	2240	326	592	0.2642857142857143	0.1455357142857143
MGYG000312190	chicken-gut	Firmicutes_A	2338698	MAG	0.0	1.0	0.0	11.0	10.0	0.0	22.0	9.406943521566271	57	3047	22	876	0.2874958976042008	0.0072202166064981
MGYG000312195	chicken-gut	Firmicutes_A	871613	MAG	0.0	0.0	0.0	1.0	4.0	0.0	5.0	5.736490850870742	13	852	134	8	0.0093896713615023	0.1572769953051643
MGYG000312197	chicken-gut	Firmicutes_A	3347190	MAG	0.0	6.0	1.0	37.0	24.0	0.0	68.0	20.315548265858823	12	3227	1424	46	0.0142547257514719	0.441276727610784
MGYG000312233	chicken-gut	Firmicutes_A	3149312	MAG	0.0	7.0	0.0	49.0	17.0	1.0	74.0	23.4971955779548	12	3154	424	50	0.0158528852251109	0.134432466708941
MGYG000312327	chicken-gut	Firmicutes_A	2170691	MAG	0.0	3.0	0.0	24.0	8.0	0.0	35.0	16.123897873994963	17	2626	462	240	0.0913937547600914	0.1759329779131759
MGYG000312329	chicken-gut	Firmicutes_A	2433859	MAG	0.0	2.0	2.0	13.0	18.0	0.0	35.0	14.38045507155509	3	2008	993	0	0.0	0.4945219123505976
MGYG000312343	chicken-gut	Firmicutes	1162954	MAG	0.0	0.0	0.0	2.0	4.0	0.0	6.0	5.15927543135842	4	1435	749	0	0.0	0.5219512195121951
MGYG000312372	chicken-gut	Firmicutes_A	1097302	MAG	0.0	0.0	0.0	2.0	3.0	0.0	5.0	4.556630717888057	8	918	452	29	0.0315904139433551	0.4923747276688453
MGYG000312380	chicken-gut	Bacteroidota	2086823	MAG	0.0	1.0	0.0	16.0	10.0	0.0	27.0	12.938327783429644	4	1992	1303	0	0.0	0.6541164658634538
MGYG000312424	chicken-gut	Firmicutes	2458102	MAG	0.0	2.0	0.0	8.0	16.0	0.0	26.0	10.577266525148266	5	2526	915	0	0.0	0.3622327790973871
MGYG000312437	chicken-gut	Firmicutes	1774529	MAG	0.0	6.0	0.0	10.0	16.0	0.0	32.0	18.032954096551816	3	1686	1290	0	0.0	0.7651245551601423
MGYG000312495	chicken-gut	Proteobacteria	3795847	MAG	1.0	1.0	1.0	10.0	21.0	0.0	34.0	8.957157651507028	9	3972	1010	277	0.0697381671701913	0.2542799597180262
MGYG000312523	chicken-gut	Firmicutes	2548909	MAG	0.0	3.0	2.0	17.0	16.0	1.0	39.0	15.300663931117196	3	2288	1508	0	0.0	0.6590909090909091
MGYG000312529	chicken-gut	Firmicutes_A	2476703	MAG	0.0	1.0	0.0	4.0	6.0	0.0	11.0	4.441388410318072	97	3426	35	785	0.2291301809690601	0.0102159953298307
MGYG000312535	chicken-gut	Firmicutes	2722475	MAG	1.0	1.0	1.0	23.0	26.0	0.0	52.0	19.100267220084664	13	2997	848	104	0.0347013680347013	0.2829496162829496
MGYG000312549	chicken-gut	Firmicutes_A	1664837	MAG	0.0	0.0	0.0	6.0	10.0	0.0	16.0	9.61055046229751	13	1856	351	81	0.0436422413793103	0.1891163793103448
MGYG000312611	chicken-gut	Firmicutes	2064410	MAG	0.0	1.0	0.0	7.0	7.0	0.0	15.0	7.2659985177363025	13	2219	469	127	0.0572329878323569	0.2113564668769716
MGYG000312616	chicken-gut	Proteobacteria	5029013	MAG	0.0	3.0	2.0	33.0	43.0	0.0	81.0	16.10654018989412	154	8701	125	3987	0.458223192736467	0.0143661648086426
MGYG000312694	chicken-gut	Firmicutes	1880212	MAG	1.0	3.0	0.0	10.0	12.0	0.0	26.0	13.828227880685796	54	3302	4	1428	0.4324651726226529	0.0012113870381586
MGYG000312723	chicken-gut	Firmicutes_A	3031265	MAG	0.0	4.0	2.0	17.0	28.0	0.0	51.0	16.82465901199664	47	3478	64	548	0.1575618171362852	0.0184013801035077
MGYG000312727	chicken-gut	Firmicutes	1870209	MAG	0.0	3.0	0.0	12.0	12.0	0.0	27.0	14.4368891391283	18	2184	484	63	0.0288461538461538	0.2216117216117216
MGYG000312757	chicken-gut	Firmicutes_A	2199557	MAG	0.0	3.0	0.0	23.0	11.0	0.0	37.0	16.821569070499198	18	2426	422	226	0.0931574608408903	0.1739488870568837
MGYG000312802	chicken-gut	Actinobacteriota	2105970	MAG	0.0	4.0	2.0	10.0	11.0	0.0	27.0	12.820695451502155	3	1774	937	0	0.0	0.528184892897407
MGYG000312871	chicken-gut	Firmicutes	2035485	MAG	0.0	1.0	0.0	11.0	12.0	0.0	24.0	11.790801700823144	16	2182	655	70	0.0320806599450045	0.3001833180568286
MGYG000312907	chicken-gut	Firmicutes_A	1733102	MAG	0.0	1.0	0.0	8.0	6.0	0.0	15.0	8.655001263630185	6	1863	1009	0	0.0	0.5415995705850778
MGYG000312959	chicken-gut	Firmicutes	1571323	MAG	0.0	2.0	0.0	6.0	13.0	0.0	21.0	13.364534217344238	5	1505	377	0	0.0	0.2504983388704319
MGYG000313016	chicken-gut	Firmicutes_A	2821673	MAG	0.0	3.0	0.0	38.0	10.0	0.0	51.0	18.074383530621727	11	2351	606	432	0.1837515950659294	0.2577626541897065
MGYG000313060	chicken-gut	Firmicutes_A	3524480	MAG	0.0	4.0	2.0	14.0	27.0	0.0	47.0	13.335300526602506	133	6697	31	3529	0.5269523667313722	0.0046289383305957
MGYG000313061	chicken-gut	Firmicutes_A	1912091	MAG	0.0	1.0	0.0	14.0	5.0	0.0	20.0	10.45975322304221	46	2228	90	630	0.2827648114901256	0.0403949730700179
MGYG000313070	chicken-gut	Bacteroidota	2115730	MAG	0.0	1.0	0.0	6.0	10.0	0.0	17.0	8.035051731553647	10	1965	370	76	0.038676844783715	0.188295165394402
MGYG000313085	chicken-gut	Proteobacteria	2700461	MAG	0.0	0.0	1.0	5.0	12.0	0.0	18.0	6.665528589377888	13	2577	699	59	0.022894838960031	0.2712456344586729
MGYG000313099	chicken-gut	Firmicutes	1337055	MAG	0.0	0.0	0.0	1.0	5.0	2.0	8.0	5.983299116341511	11	1697	710	141	0.0830878020035356	0.4183853859752504
MGYG000313182	chicken-gut	Firmicutes_A	997233	MAG	0.0	0.0	0.0	1.0	3.0	0.0	4.0	4.011098710130932	27	1448	96	280	0.1933701657458563	0.0662983425414364
MGYG000313199	chicken-gut	Bacteroidota	3032654	MAG	0.0	3.0	2.0	39.0	17.0	0.0	61.0	20.114394850187328	11	2561	957	6	0.0023428348301444	0.3736821554080437
MGYG000313231	chicken-gut	Firmicutes_A	2409576	MAG	0.0	2.0	2.0	37.0	16.0	0.0	57.0	23.65561409974203	7	2127	574	25	0.0117536436295251	0.2698636577338975
MGYG000313238	chicken-gut	Cyanobacteria	1906818	MAG	0.0	2.0	0.0	9.0	19.0	0.0	30.0	15.73301699480496	6	1870	1385	0	0.0	0.7406417112299465
MGYG000313254	chicken-gut	Firmicutes_A	2072116	MAG	0.0	5.0	0.0	27.0	3.0	1.0	36.0	17.373544724330106	3	1722	1229	0	0.0	0.7137049941927991
MGYG000313261	chicken-gut	Firmicutes	1489466	MAG	0.0	0.0	0.0	1.0	6.0	0.0	7.0	4.699670888761475	3	1455	951	0	0.0	0.6536082474226804
MGYG000313325	chicken-gut	Firmicutes_A	3258601	MAG	0.0	5.0	1.0	40.0	16.0	0.0	62.0	19.026569991232435	31	3483	387	476	0.1366637955785242	0.1111111111111111
MGYG000313360	chicken-gut	Bacteroidota	3491845	MAG	0.0	2.0	2.0	44.0	13.0	13.0	74.0	21.192235050524864	12	3507	888	95	0.0270886797832905	0.253207869974337
MGYG000313369	chicken-gut	Firmicutes_A	2068543	MAG	0.0	2.0	0.0	33.0	7.0	0.0	42.0	20.30414644510653	17	2356	799	348	0.1477079796264855	0.3391341256366723
MGYG000313435	chicken-gut	Bacteroidota	2451899	MAG	0.0	1.0	3.0	38.0	10.0	0.0	52.0	21.208051392002687	6	2030	1132	0	0.0	0.5576354679802956
MGYG000313438	chicken-gut	Firmicutes_A	2734330	MAG	0.0	2.0	3.0	14.0	14.0	0.0	33.0	12.068770046044186	22	3889	426	992	0.2550784263306763	0.1095397274363589
MGYG000313451	chicken-gut	Firmicutes_A	930665	MAG	0.0	0.0	0.0	2.0	2.0	0.0	4.0	4.2980019663359	8	990	490	26	0.0262626262626262	0.494949494949495
MGYG000313459	chicken-gut	Firmicutes	1140036	MAG	0.0	1.0	0.0	6.0	7.0	0.0	14.0	12.280313954997911	8	1498	625	75	0.0500667556742323	0.4172229639519359
MGYG000313460	chicken-gut	Firmicutes_A	2977857	MAG	0.0	1.0	0.0	8.0	8.0	0.0	17.0	5.708803344149836	8	2841	1124	7	0.002463921154523	0.3956353396691306
MGYG000313474	chicken-gut	Firmicutes_A	2904326	MAG	0.0	2.0	0.0	30.0	5.0	1.0	38.0	13.08393066067652	14	3076	604	363	0.1180104031209362	0.1963589076723016
MGYG000313508	chicken-gut	Firmicutes_A	1131316	MAG	0.0	0.0	0.0	1.0	4.0	0.0	5.0	4.419631650219744	22	1502	232	380	0.2529960053262317	0.1544607190412782
MGYG000313511	chicken-gut	Firmicutes	1342457	MAG	0.0	1.0	0.0	2.0	10.0	0.0	13.0	9.683736611303006	66	2282	55	783	0.3431200701139351	0.0241016652059596
MGYG000313552	chicken-gut	Firmicutes	829286	MAG	0.0	0.0	0.0	4.0	7.0	0.0	11.0	13.2644226479164	5	1063	355	0	0.0	0.3339604891815616
MGYG000313559	chicken-gut	Proteobacteria	2184402	MAG	0.0	3.0	0.0	16.0	14.0	0.0	33.0	15.107109405686316	4	2074	1818	0	0.0	0.8765670202507232
MGYG000313561	chicken-gut	Bacteroidota	2996059	MAG	0.0	1.0	2.0	40.0	11.0	4.0	58.0	19.358764296697764	67	3269	180	771	0.2358519424900581	0.0550627103089629
MGYG000313574	chicken-gut	Firmicutes_A	3327247	MAG	0.0	3.0	2.0	46.0	22.0	0.0	73.0	21.940060356204395	24	4124	574	640	0.1551891367604267	0.1391852570320077
MGYG000313577	chicken-gut	Bacteroidota	2058270	MAG	0.0	1.0	1.0	16.0	11.0	0.0	29.0	14.089502349060137	5	1673	631	0	0.0	0.3771667662881052
MGYG000313588	chicken-gut	Firmicutes_A	2795255	MAG	0.0	2.0	0.0	45.0	11.0	0.0	58.0	20.74944861917785	25	2960	78	299	0.1010135135135135	0.0263513513513513
MGYG000313636	chicken-gut	Firmicutes	1204580	MAG	0.0	0.0	0.0	0.0	6.0	0.0	6.0	4.980989224459978	3	1230	792	0	0.0	0.6439024390243903
MGYG000313642	chicken-gut	Firmicutes_A	4813485	MAG	0.0	6.0	3.0	56.0	24.0	3.0	92.0	19.11297116330476	16	6087	386	1753	0.2879908000657138	0.0634138327583374
MGYG000313663	chicken-gut	Firmicutes_A	2893282	MAG	0.0	3.0	0.0	8.0	15.0	0.0	26.0	8.986334550175199	57	3004	561	291	0.0968708388814913	0.186750998668442
MGYG000313684	chicken-gut	Firmicutes_A	3326986	MAG	0.0	5.0	1.0	23.0	16.0	2.0	47.0	14.12690044382513	17	4004	529	776	0.1938061938061938	0.1321178821178821
MGYG000313693	chicken-gut	Bacteroidota	2502710	MAG	0.0	2.0	0.0	18.0	15.0	0.0	35.0	13.98484043297066	33	2292	1362	111	0.0484293193717277	0.5942408376963351
MGYG000313705	chicken-gut	Actinobacteriota	2288629	MAG	0.0	1.0	0.0	7.0	15.0	0.0	23.0	10.04968476760541	13	2200	786	120	0.0545454545454545	0.3572727272727273
MGYG000313730	chicken-gut	Firmicutes_A	2677779	MAG	0.0	1.0	0.0	10.0	9.0	1.0	21.0	7.842320071970091	5	2500	1357	0	0.0	0.5428
MGYG000313735	chicken-gut	Firmicutes_A	1219035	MAG	0.0	0.0	0.0	2.0	3.0	0.0	5.0	4.101604958020073	16	1085	333	56	0.0516129032258064	0.3069124423963134
MGYG000313757	chicken-gut	Firmicutes_A	2451985	MAG	0.0	3.0	0.0	8.0	10.0	0.0	21.0	8.564489587008078	6	2274	1363	0	0.0	0.5993843447669305
MGYG000313770	chicken-gut	Firmicutes_A	3458225	MAG	0.0	5.0	0.0	25.0	16.0	2.0	48.0	13.879952865993392	9	3225	644	68	0.0210852713178294	0.1996899224806201
MGYG000313788	chicken-gut	Firmicutes_A	2928401	MAG	0.0	3.0	0.0	33.0	14.0	0.0	50.0	17.07416436478474	4	1936	1308	0	0.0	0.6756198347107438
MGYG000313793	chicken-gut	Firmicutes_A	1220498	MAG	0.0	1.0	0.0	6.0	7.0	0.0	14.0	11.47072752269975	4	1331	535	0	0.0	0.4019534184823441
MGYG000313807	chicken-gut	Firmicutes	1076881	MAG	0.0	3.0	0.0	3.0	5.0	0.0	11.0	10.214684816613907	4	1190	611	0	0.0	0.5134453781512605
MGYG000313810	chicken-gut	Firmicutes_A	1321764	MAG	0.0	0.0	0.0	5.0	14.0	0.0	19.0	14.37472952811546	7	1501	777	160	0.106595602931379	0.5176548967355097
MGYG000313813	chicken-gut	Firmicutes_A	1727870	MAG	0.0	1.0	0.0	6.0	9.0	0.0	16.0	9.259955899460028	3	1661	1299	0	0.0	0.7820590006020469
MGYG000313860	chicken-gut	Firmicutes_A	1577228	MAG	0.0	1.0	2.0	8.0	6.0	0.0	17.0	10.778403629659122	4	1764	708	0	0.0	0.4013605442176871
MGYG000313884	chicken-gut	Bacteroidota	3169318	MAG	0.0	1.0	2.0	49.0	15.0	0.0	67.0	21.14019483055976	9	2691	1755	117	0.0434782608695652	0.6521739130434783
MGYG000313892	chicken-gut	Firmicutes_A	3038737	MAG	0.0	2.0	0.0	31.0	5.0	0.0	38.0	12.505195415068828	17	2925	566	202	0.069059829059829	0.1935042735042735
MGYG000313930	chicken-gut	Firmicutes_A	1543262	MAG	0.0	0.0	0.0	6.0	9.0	0.0	15.0	9.71967170836838	39	3700	62	2031	0.548918918918919	0.0167567567567567
MGYG000313943	chicken-gut	Firmicutes_A	2429415	MAG	0.0	3.0	1.0	34.0	9.0	0.0	47.0	19.34622120963277	22	2528	312	716	0.2832278481012658	0.1234177215189873
MGYG000313949	chicken-gut	Proteobacteria	1811249	MAG	0.0	2.0	0.0	10.0	23.0	0.0	35.0	19.323682166284147	19	1711	204	65	0.037989479836353	0.119228521332554
MGYG000313962	chicken-gut	Firmicutes_A	1120665	MAG	0.0	0.0	0.0	4.0	3.0	0.0	7.0	6.246291264561666	5	925	492	0	0.0	0.5318918918918919
MGYG000313996	chicken-gut	Firmicutes_A	1492899	MAG	0.0	0.0	0.0	2.0	8.0	0.0	10.0	6.698376782354332	6	1993	599	0	0.0	0.300551931761164
MGYG000314007	chicken-gut	Firmicutes_B	1519461	MAG	0.0	0.0	0.0	5.0	5.0	0.0	10.0	6.581281125346423	11	1687	612	39	0.0231179608772969	0.3627741553052756
MGYG000314008	chicken-gut	Firmicutes_A	1709442	MAG	0.0	1.0	0.0	5.0	8.0	0.0	14.0	8.189806966249806	6	1844	723	0	0.0	0.3920824295010846
MGYG000314031	chicken-gut	Bacteroidota	3351159	MAG	0.0	2.0	1.0	60.0	12.0	8.0	83.0	24.767550569817782	14	3259	441	392	0.1202822951825713	0.1353175820803927
MGYG000314054	chicken-gut	Firmicutes_A	3075777	MAG	0.0	5.0	0.0	29.0	11.0	0.0	45.0	14.630449476668822	8	3384	969	173	0.0511229314420803	0.2863475177304964
MGYG000314097	chicken-gut	Firmicutes_A	2568959	MAG	0.0	1.0	0.0	12.0	14.0	0.0	27.0	10.510093777284885	11	2709	880	42	0.0155038759689922	0.32484311554079
MGYG000314101	chicken-gut	Firmicutes_A	1522655	MAG	0.0	0.0	0.0	9.0	13.0	0.0	22.0	14.448446956139112	4	1644	1173	0	0.0	0.7135036496350365
MGYG000314130	chicken-gut	Firmicutes_A	1366261	MAG	0.0	0.0	0.0	5.0	7.0	0.0	12.0	8.783094884505962	6	1662	779	0	0.0	0.4687123947051745
MGYG000314145	chicken-gut	Firmicutes_A	3482370	MAG	0.0	4.0	0.0	20.0	14.0	0.0	38.0	10.912108707575587	126	5357	70	2178	0.406570841889117	0.0130670151204032
MGYG000314149	chicken-gut	Firmicutes	1542296	MAG	0.0	1.0	0.0	3.0	7.0	0.0	11.0	7.1322236457852455	20	2244	183	386	0.1720142602495543	0.0815508021390374
MGYG000314156	chicken-gut	Verrucomicrobiota	4163799	MAG	0.0	1.0	0.0	69.0	17.0	11.0	98.0	23.53619855329232	3	3229	2356	0	0.0	0.7296376587178693
MGYG000314171	chicken-gut	Proteobacteria	2285586	MAG	0.0	0.0	0.0	5.0	10.0	0.0	15.0	6.562868340985638	16	2182	804	106	0.0485792850595783	0.3684692942254812
MGYG000314257	chicken-gut	Firmicutes_A	1762982	MAG	0.0	1.0	0.0	11.0	9.0	0.0	21.0	11.911636080232242	24	2654	189	534	0.20120572720422	0.0712132629992464
MGYG000314258	chicken-gut	Firmicutes_A	3385948	MAG	0.0	3.0	0.0	12.0	16.0	0.0	31.0	9.155486144500742	57	3734	274	419	0.1122121049812533	0.0733797536154258
MGYG000314264	chicken-gut	Firmicutes	1316916	MAG	0.0	0.0	0.0	9.0	6.0	0.0	15.0	11.390248125165158	19	1629	364	195	0.1197053406998158	0.2234499693063229
MGYG000314306	chicken-gut	Firmicutes	1107451	MAG	0.0	1.0	0.0	0.0	6.0	0.0	7.0	6.320821417832482	10	1244	222	72	0.0578778135048231	0.1784565916398713
MGYG000314314	chicken-gut	Bacteroidota	2151221	MAG	0.0	1.0	0.0	27.0	12.0	0.0	40.0	18.594091448530857	30	1956	1009	106	0.0541922290388548	0.5158486707566462
MGYG000314332	chicken-gut	Firmicutes_A	1787766	MAG	0.0	2.0	0.0	18.0	7.0	0.0	27.0	15.102647661942337	80	1730	0	284	0.1641618497109826	0.0
MGYG000314335	chicken-gut	Firmicutes_A	2154164	MAG	0.0	2.0	0.0	21.0	7.0	0.0	30.0	13.926516272670046	5	1515	998	0	0.0	0.6587458745874587
MGYG000314365	chicken-gut	Firmicutes_A	1838838	MAG	0.0	1.0	0.0	6.0	13.0	0.0	20.0	10.876433921857172	13	2642	313	237	0.0897047691143073	0.1184708554125662
MGYG000314400	chicken-gut	Firmicutes_A	2779708	MAG	0.0	2.0	4.0	37.0	10.0	1.0	54.0	19.426500913045544	3	2474	1737	0	0.0	0.7021018593371059
MGYG000314460	chicken-gut	Firmicutes_A	2155826	MAG	0.0	1.0	1.0	18.0	9.0	0.0	29.0	13.451920516776402	3	1786	1346	0	0.0	0.7536394176931691
MGYG000314517	chicken-gut	Firmicutes_A	2927887	MAG	0.0	2.0	2.0	46.0	20.0	0.0	70.0	23.90802650512127	10	2896	969	76	0.0262430939226519	0.3345994475138121
MGYG000314578	chicken-gut	Firmicutes_A	1205750	MAG	0.0	0.0	0.0	1.0	3.0	0.0	4.0	3.3174372797014304	7	1107	427	22	0.019873532068654	0.3857271906052394
MGYG000314579	chicken-gut	Proteobacteria	1915443	MAG	0.0	2.0	0.0	9.0	20.0	0.0	31.0	16.18424562881798	25	2033	450	128	0.0629611411706837	0.2213477619281849
MGYG000314632	chicken-gut	Campylobacterota	1605230	MAG	0.0	0.0	0.0	2.0	13.0	0.0	15.0	9.344455311699882	51	1753	57	107	0.0610382201939532	0.0325156873930405
MGYG000314633	chicken-gut	Firmicutes	1635300	MAG	0.0	1.0	0.0	9.0	9.0	0.0	19.0	11.618663242218553	12	1564	107	15	0.0095907928388746	0.0684143222506393
MGYG000314684	chicken-gut	Firmicutes_A	2417500	MAG	0.0	1.0	0.0	17.0	8.0	0.0	26.0	10.754912099276112	48	3450	261	1205	0.3492753623188406	0.0756521739130434
MGYG000314707	chicken-gut	Firmicutes_A	1812927	MAG	0.0	0.0	0.0	8.0	17.0	0.0	25.0	13.78985474870196	4	1927	1460	0	0.0	0.7576543850544888
MGYG000314725	chicken-gut	Firmicutes_A	1257298	MAG	0.0	0.0	0.0	2.0	3.0	0.0	5.0	3.9767819562267657	13	1162	186	83	0.0714285714285714	0.1600688468158347
MGYG000314739	chicken-gut	Firmicutes_A	1840231	MAG	0.0	1.0	0.0	13.0	7.0	1.0	22.0	11.95502086422846	5	1934	706	0	0.0	0.3650465356773526
MGYG000314751	chicken-gut	Proteobacteria	2379011	MAG	0.0	0.0	0.0	5.0	9.0	0.0	14.0	5.884798346876075	9	2257	1252	49	0.0217102348249889	0.5547186530793088
MGYG000314802	chicken-gut	Firmicutes_A	2721224	MAG	0.0	4.0	0.0	32.0	9.0	3.0	48.0	17.639121218980872	17	2998	267	523	0.1744496330887258	0.0890593729152768
MGYG000314807	chicken-gut	Bacteroidota	3863742	MAG	0.0	1.0	1.0	7.0	14.0	0.0	23.0	5.952778420505303	10	3241	1317	8	0.0024683739586547	0.4063560629435359
MGYG000314824	chicken-gut	Bacteroidota	5636328	MAG	0.0	2.0	1.0	64.0	20.0	3.0	90.0	15.967842893458297	50	6852	349	2483	0.3623759486281377	0.0509340338587273
MGYG000314833	chicken-gut	Cyanobacteria	2073293	MAG	0.0	0.0	0.0	7.0	18.0	0.0	25.0	12.05811238450137	45	2452	636	206	0.0840130505709624	0.2593800978792822
MGYG000314836	chicken-gut	Firmicutes_A	3364244	MAG	0.0	5.0	1.0	33.0	12.0	0.0	51.0	15.159423632768611	13	4173	828	412	0.0987299305056314	0.1984184040258806
MGYG000314886	chicken-gut	Firmicutes_A	2142491	MAG	0.0	1.0	1.0	23.0	10.0	0.0	35.0	16.336124632495537	5	2112	1321	0	0.0	0.6254734848484849
MGYG000314896	chicken-gut	Firmicutes_A	3119853	MAG	0.0	3.0	2.0	32.0	11.0	0.0	48.0	15.385340270839684	46	3393	82	857	0.2525788387857353	0.0241674034777483
MGYG000314916	chicken-gut	Firmicutes_A	2531639	MAG	0.0	0.0	1.0	8.0	6.0	1.0	16.0	6.320016400442559	31	3305	290	620	0.1875945537065053	0.0877458396369137
MGYG000314940	chicken-gut	Firmicutes_A	2598906	MAG	0.0	3.0	0.0	17.0	6.0	0.0	26.0	10.00420946352042	4	2355	1203	0	0.0	0.510828025477707
MGYG000314949	chicken-gut	Firmicutes	1965030	MAG	0.0	1.0	0.0	12.0	14.0	0.0	27.0	13.740248240484878	94	4069	0	2135	0.5246989432292947	0.0
MGYG000314953	chicken-gut	Firmicutes_A	2301458	MAG	0.0	1.0	0.0	32.0	6.0	0.0	39.0	16.94577958841743	26	2271	161	372	0.1638044914134742	0.0708938793483047
MGYG000314960	chicken-gut	Firmicutes	1273396	MAG	0.0	0.0	0.0	3.0	6.0	0.0	9.0	7.0677149920370415	3	1390	995	0	0.0	0.7158273381294964
MGYG000314976	chicken-gut	Firmicutes_A	2976721	MAG	0.0	2.0	1.0	14.0	29.0	0.0	46.0	15.453245366293986	3	2551	2083	0	0.0	0.8165425323402588
MGYG000314989	chicken-gut	Firmicutes_A	1518545	MAG	0.0	0.0	0.0	10.0	6.0	0.0	16.0	10.5364016212888	9	1727	761	187	0.10828025477707	0.4406485234510712
MGYG000315008	chicken-gut	Firmicutes	1049915	MAG	0.0	2.0	0.0	4.0	7.0	0.0	13.0	12.381954729668593	3	1066	692	0	0.0	0.649155722326454
MGYG000315027	chicken-gut	Firmicutes_A	3685284	MAG	0.0	5.0	1.0	35.0	19.0	0.0	60.0	16.28097047608814	6	3473	1722	0	0.0	0.4958249352145119
MGYG000315040	chicken-gut	Firmicutes	1691574	MAG	0.0	4.0	0.0	11.0	7.0	0.0	22.0	13.005638535470515	58	1891	296	207	0.1094658910629296	0.1565309360126917
MGYG000315058	chicken-gut	Firmicutes_A	1766545	MAG	0.0	1.0	0.0	14.0	8.0	0.0	23.0	13.019764568691995	19	1667	224	90	0.053989202159568	0.134373125374925
MGYG000315083	chicken-gut	Firmicutes_A	2512031	MAG	0.0	3.0	0.0	26.0	8.0	0.0	37.0	14.729117594488285	9	2199	632	127	0.0577535243292405	0.2874033651659845
MGYG000315115	chicken-gut	Cyanobacteria	1874082	MAG	0.0	2.0	0.0	11.0	66.0	0.0	79.0	42.15397191798438	5	1816	1635	0	0.0	0.900330396475771
MGYG000315127	chicken-gut	Firmicutes	1668997	MAG	0.0	0.0	0.0	1.0	8.0	0.0	9.0	5.392460262061586	75	2030	160	489	0.2408866995073891	0.0788177339901477
MGYG000315131	chicken-gut	Cyanobacteria	2071361	MAG	0.0	0.0	0.0	8.0	26.0	0.0	34.0	16.41432855016581	3	1873	1482	0	0.0	0.791243993593166
MGYG000315138	chicken-gut	Firmicutes_A	1130911	MAG	0.0	0.0	0.0	1.0	3.0	0.0	4.0	3.536971521189554	23	1117	273	44	0.0393912264995523	0.2444046553267681
MGYG000315198	chicken-gut	Proteobacteria	1755280	MAG	0.0	0.0	1.0	5.0	12.0	0.0	18.0	10.254774167084454	37	1735	277	101	0.0582132564841498	0.1596541786743515
MGYG000315201	chicken-gut	Bacteroidota	3550836	MAG	0.0	2.0	1.0	47.0	11.0	0.0	61.0	17.17905304553632	4	2906	2482	0	0.0	0.8540949759119064
MGYG000315215	chicken-gut	Proteobacteria	1502965	MAG	0.0	3.0	0.0	6.0	10.0	0.0	19.0	12.641678282594738	8	1623	987	7	0.0043130006161429	0.6081330868761553
MGYG000315257	chicken-gut	Firmicutes_A	2175498	MAG	0.0	4.0	0.0	26.0	7.0	0.0	37.0	17.007600098919877	4	2127	1560	0	0.0	0.7334273624823695
MGYG000315263	chicken-gut	Firmicutes_A	1783074	MAG	0.0	2.0	0.0	14.0	11.0	0.0	27.0	15.142388930577194	13	1909	458	145	0.0759559979046621	0.2399161864850707
MGYG000315312	chicken-gut	Firmicutes_A	1574477	MAG	0.0	2.0	0.0	4.0	7.0	1.0	14.0	8.891841544843146	9	2285	565	237	0.1037199124726477	0.2472647702407002
MGYG000315333	chicken-gut	Firmicutes_A	3566790	MAG	0.0	5.0	0.0	41.0	24.0	0.0	70.0	19.62548958587413	13	4026	376	239	0.0593641331346249	0.0933929458519622
MGYG000315338	chicken-gut	Actinobacteriota	2155347	MAG	0.0	3.0	0.0	18.0	17.0	0.0	38.0	17.63057178264103	4	1845	940	0	0.0	0.5094850948509485
