OG_id	n_organisms	n_essential_organisms	n_nonessential_organisms	n_genes	n_essential_genes	frac_essential	essentiality_class	rep_gene	rep_desc	essential_organisms	nonessential_organisms	copy_ratio	is_single_copy
OG03754	18	0	18	18	0	0.0	never_essential	yaiL	nucleoprotein/polynucleotide-associated enzyme		ANA3;Dyella79;Keio;Koxy;MR1;Marino;PV4;Putida;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03755	2	0	2	2	0	0.0	never_essential	yecG	universal stress protein (NCBI)		Keio;Koxy	1.0	False
OG03756	3	0	3	3	0	0.0	never_essential	malF	maltose ABC transporter permease MalF		Keio;Koxy;psRCH2	1.0	False
OG03757	18	0	18	18	0	0.0	never_essential	tdk	thymidine kinase		ANA3;Btheta;Cola;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;Keio;Korea;Koxy;MR1;PV4;Pedo557;Phaeo;Ponti;SB2B;Smeli	1.0	False
OG03758	2	0	2	2	0	0.0	never_essential	yjjZ	hypothetical protein		Keio;Koxy	1.0	False
OG03759	13	0	13	13	0	0.0	never_essential	pspF	phage shock protein operon transcriptional activator		ANA3;Dda3937;Ddia6719;DdiaME23;DvH;Keio;Korea;Koxy;MR1;Miya;PV4;SB2B;azobra	1.0	False
OG03760	2	0	2	2	0	0.0	never_essential	ydhZ	hypothetical protein (NCBI)		Keio;Koxy	1.0	False
OG03761	2	0	2	2	0	0.0	never_essential	fimB	tyrosine recombinase		Keio;Koxy	1.0	False
OG03762	31	1	30	36	1	0.03225806451612903	variably_essential	nirB	assimilatory nitrite reductase (NAD(P)H) large subunit precursor	Magneto	BFirm;Burk376;Caulo;Cola;Cup4G11;Dino;Dyella79;HerbieS;Keio;Koxy;Marino;PS;Pedo557;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.1612903225806452	False
OG03763	2	0	2	2	0	0.0	never_essential	yhdL	alternative ribosome-rescue factor A		DdiaME23;Keio	1.0	False
OG03764	2	0	2	2	0	0.0	never_essential	ybiW	formate C-acetyltransferase/glycerol dehydratase family glycyl radical enzyme		Keio;Koxy	1.0	False
OG03765	8	5	3	9	6	0.625	variably_essential	yafN	Prevent-host-death protein	Cup4G11;Dda3937;SyringaeB728a;SyringaeB728a_mexBdelta;pseudo6_N2E2	Keio;Putida;pseudo5_N2C3_1	1.125	False
OG03766	5	1	4	5	1	0.2	variably_essential	yniB	yfeABCD regulator yfeE	Koxy	Dda3937;Ddia6719;DdiaME23;Keio	1.0	False
OG03767	2	0	2	2	0	0.0	never_essential	ppdC	hypothetical protein		Keio;Koxy	1.0	False
OG03768	5	0	5	5	0	0.0	never_essential	ygbE	DUF3561 family protein		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03769	11	0	11	11	0	0.0	never_essential	yeaO	DUF488 family protein		Btheta;Dda3937;Ddia6719;DdiaME23;Dyella79;Keio;Koxy;Miya;Putida;Smeli;psRCH2	1.0	False
OG03770	9	0	9	9	0	0.0	never_essential	ilvM	acetolactate synthase 2 regulatory subunit (RefSeq)		ANA3;Dda3937;Ddia6719;DdiaME23;Keio;Koxy;MR1;PV4;SB2B	1.0	False
OG03771	14	4	10	15	4	0.2857142857142857	variably_essential	glpX	fructose-1,6-bisphosphatase class 2	DvH;Miya;SynE;azobra	Caulo;Dda3937;Ddia6719;DdiaME23;Dino;Keio;Korea;Koxy;Magneto;Phaeo	1.0714285714285714	False
OG03772	5	0	5	5	0	0.0	never_essential	yddV	diguanylate cyclase (GGDEF) domain		Dda3937;Keio;Koxy;azobra;psRCH2	1.0	False
OG03773	16	8	8	16	8	0.5	variably_essential	nuoG	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	Dda3937;DdiaME23;SyringaeB728a_mexBdelta;WCS417;pseudo13_GW456_L13;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Ddia6719;Keio;Koxy;MR1;Ponti;Putida;SyringaeB728a;pseudo1_N1B4	1.0	False
OG03774	3	0	3	3	0	0.0	never_essential	malM	maltose operon protein MalM		Keio;Koxy;psRCH2	1.0	False
OG03775	17	1	16	17	1	0.058823529411764705	variably_essential	paaH	3-hydroxyadipyl-CoA dehydrogenase	acidovorax_3H11	BFirm;Burk376;Cup4G11;HerbieS;Keio;Koxy;Magneto;Marino;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;psRCH2;pseudo13_GW456_L13;pseudo6_N2E2	1.0	False
OG03776	19	1	18	19	1	0.05263157894736842	variably_essential	yfiC	tRNA1(Val) (adenine(37)-N6)-methyltransferase	Smeli	ANA3;Btheta;Caulo;Cola;Dda3937;Ddia6719;DdiaME23;Dino;Keio;Koxy;MR1;Magneto;PV4;Pedo557;Phaeo;Ponti;SB2B;azobra	1.0	False
OG03777	2	1	1	2	1	0.5	variably_essential	yccJ	hypothetical protein	Keio	Koxy	1.0	False
OG03778	6	0	6	6	0	0.0	never_essential	b2174	PAP2 superfamily.		Dda3937;Keio;Koxy;Putida;WCS417;psRCH2	1.0	False
OG03779	2	0	2	2	0	0.0	never_essential	ivy	C-lysozyme inhibitor		Keio;Koxy	1.0	False
OG03780	9	0	9	9	0	0.0	never_essential	dsdA	D-serine dehydratase (EC 4.3.1.18)		Burk376;Cup4G11;Dda3937;Ddia6719;Keio;Koxy;acidovorax_3H11;pseudo13_GW456_L13;pseudo3_N2E3	1.0	False
OG03781	5	1	4	5	1	0.2	variably_essential	ypfN	YpfN family protein	Koxy	Dda3937;Ddia6719;DdiaME23;Keio	1.0	False
OG03782	2	0	2	2	0	0.0	never_essential	dcuC	anaerobic C4-dicarboxylate transport (NCBI)		Keio;Koxy	1.0	False
OG03783	5	0	5	5	0	0.0	never_essential	php	Aryldialkylphosphatase		BFirm;Keio;Koxy;SyringaeB728a;SyringaeB728a_mexBdelta	1.0	False
OG03784	5	1	4	5	1	0.2	variably_essential	yfaE	(2Fe-2S) ferredoxin	Koxy	Dda3937;Ddia6719;DdiaME23;Keio	1.0	False
OG03785	2	0	2	2	0	0.0	never_essential	eutL	microcompartment protein EutL		Keio;Koxy	1.0	False
OG03786	5	1	4	5	1	0.2	variably_essential	b3472	DcrB family lipoprotein	Ddia6719	Dda3937;DdiaME23;Keio;Koxy	1.0	False
OG03787	6	0	6	6	0	0.0	never_essential	yigF	probable membrane protein STY3606		Keio;SyringaeB728a;SyringaeB728a_mexBdelta;psRCH2;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03788	35	1	34	35	1	0.02857142857142857	variably_essential	yhiR	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	WCS417	ANA3;BFirm;Btheta;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Keio;Koxy;MR1;Magneto;Marino;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03789	5	0	5	5	0	0.0	never_essential	fhlA	transcriptional regulator FhlA		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03790	29	2	29	100	3	0.06896551724137931	variably_essential	proX	glycine betaine/proline ABC transporter, periplasmic glycine betaine/proline-binding protein	BFirm;Burk376	BFirm;Btheta;Burk376;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Keio;Koxy;MR1;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;Phaeo;Putida;RalstoniaGMI1000;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	3.4482758620689653	False
OG03791	2	0	2	2	0	0.0	never_essential	mlrA	DNA-binding transcriptional regulator (NCBI)		Keio;Koxy	1.0	False
OG03792	26	4	26	41	4	0.15384615384615385	variably_essential	yahD	ankyrin	BFirm;Burk376;pseudo3_N2E3;pseudo6_N2E2	BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Keio;Korea;PS;Pedo557;Ponti;Putida;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.5769230769230769	False
OG03793	15	1	14	15	1	0.06666666666666667	variably_essential	rtcB	RNA-splicing ligase RtcB	Methanococcus_S2	Btheta;Cup4G11;DvH;Dyella79;Keio;Methanococcus_JJ;Miya;Pedo557;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;acidovorax_3H11;pseudo1_N1B4	1.0	False
OG03794	2	0	2	2	0	0.0	never_essential	bcsE	cellulose biosynthesis protein BcsE		Keio;Koxy	1.0	False
OG03795	14	1	13	14	1	0.07142857142857142	variably_essential	spy	ATP-independent periplasmic protein-refolding chaperone	PS	ANA3;Dda3937;Ddia6719;DdiaME23;Keio;Koxy;MR1;PV4;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B	1.0	False
OG03796	10	0	10	12	0	0.0	never_essential	ybjL	aspartate-alanine antiporter		BFirm;Btheta;Burk376;Dda3937;Ddia6719;Keio;Koxy;MR1;RalstoniaPSI07;azobra	1.2	False
OG03797	11	2	9	15	2	0.18181818181818182	variably_essential	ydbK	fused predicted pyruvate-flavodoxin oxidoreductase: conserved protein/conserved protein/FeS binding protein (NCBI)	DvH;Miya	Btheta;Dda3937;Ddia6719;DdiaME23;Keio;Koxy;Magneto;Marino;SynE	1.3636363636363635	False
OG03798	2	0	2	2	0	0.0	never_essential	ascF	fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component (NCBI)		Keio;Koxy	1.0	False
OG03799	12	0	12	20	0	0.0	never_essential	lytS	regulatory protein LytS (TIGR)		ANA3;Dda3937;Ddia6719;DdiaME23;DvH;Keio;Koxy;MR1;Miya;PV4;SB2B;azobra	1.6666666666666667	False
OG03800	36	1	35	36	1	0.027777777777777776	variably_essential	ybbN	thioredoxin	Dyella79	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Keio;Korea;Koxy;MR1;Magneto;Marino;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03801	21	8	14	24	9	0.38095238095238093	variably_essential	cusF	Uncharacterized conserved protein	BFirm;Burk376;Ddia6719;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaUW163;Smeli;acidovorax_3H11	ANA3;Cup4G11;Dda3937;DdiaME23;HerbieS;Keio;Korea;Koxy;PS;Putida;RalstoniaPSI07;acidovorax_3H11;psRCH2;pseudo13_GW456_L13	1.1428571428571428	False
OG03802	7	0	7	7	0	0.0	never_essential	rfaZ	lipopolysaccharide biosynthesis protein		Keio;Koxy;Putida;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;pseudo3_N2E3	1.0	False
OG03803	2	0	2	2	0	0.0	never_essential	aphA	acid phosphatase/phosphotransferase, class B, non-specific (NCBI)		Keio;Koxy	1.0	False
OG03804	12	0	12	13	0	0.0	never_essential	treB	PTS sucrose transporter subunit IIBC		Dda3937;Ddia6719;DdiaME23;Keio;Koxy;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;WCS417;pseudo1_N1B4;pseudo3_N2E3	1.0833333333333333	False
OG03805	5	0	5	5	0	0.0	never_essential	eutE	aldehyde dehydrogenase EutE		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03806	2	0	2	2	0	0.0	never_essential	yjgJ	TetR family transcriptional regulator		Keio;azobra	1.0	False
OG03807	18	0	18	18	0	0.0	never_essential	yhjK	GGDEF domain-containing protein (RefSeq)		ANA3;Keio;Koxy;MR1;Magneto;Marino;PV4;Putida;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03808	13	2	11	13	2	0.15384615384615385	variably_essential	phnL	ABC transporter	Ddia6719;Smeli	BFirm;Cup4G11;Dda3937;DdiaME23;Keio;Koxy;Phaeo;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;psRCH2	1.0	False
OG03809	2	1	1	2	1	0.5	variably_essential	glgS	glycogen synthase	Koxy	Keio	1.0	False
OG03810	12	1	11	14	1	0.08333333333333333	variably_essential	ymcA	Bacterial putative lipoprotein (DUF940).	pseudo1_N1B4	ANA3;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;Keio;MR1;Phaeo;azobra;pseudo13_GW456_L13	1.1666666666666667	False
OG03811	4	0	4	5	0	0.0	never_essential	yjhP	KpLE2 phage-like element; predicted methyltransferase (NCBI)		Keio;Miya;azobra;psRCH2	1.25	False
OG03812	4	1	3	4	1	0.25	variably_essential	yihM	xylose isomerase	pseudo1_N1B4	Keio;pseudo13_GW456_L13;pseudo3_N2E3	1.0	False
OG03813	5	1	4	5	1	0.2	variably_essential	ygeG	predicted chaperone (NCBI)	Keio	DvH;Miya;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03814	2	0	2	2	0	0.0	never_essential	ylbF	putative cytoplasmic protein		Keio;Koxy	1.0	False
OG03815	16	13	3	16	13	0.8125	variably_essential	ccmD	Heme exporter protein D	ANA3;MR1;PV4;Putida;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Keio;PS;SB2B	1.0	False
OG03816	8	0	8	8	0	0.0	never_essential	hofB	type II secretion system protein GspE		BFirm;Burk376;Dda3937;Ddia6719;DdiaME23;HerbieS;Keio;Koxy	1.0	False
OG03817	5	0	5	5	0	0.0	never_essential	yjbA	phosphate-starvation-inducible protein PsiE		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03818	35	20	15	36	20	0.5714285714285714	variably_essential	agaI	6-phosphogluconolactonase	BFirm;Burk376;Cola;Dyella79;Korea;PV4;Pedo557;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaUW163;SB2B;SyringaeB728a_mexBdelta;WCS417;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;Btheta;Caulo;Cup4G11;Dino;DvH;Keio;MR1;Marino;Miya;RalstoniaPSI07;Smeli;SynE;SyringaeB728a;psRCH2	1.0285714285714285	False
OG03819	39	1	39	52	1	0.02564102564102564	variably_essential	msrB	methionine-R-sulfoxide reductase (RefSeq)	BFirm	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Keio;Korea;Koxy;Magneto;Marino;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.3333333333333333	False
OG03820	10	0	10	10	0	0.0	never_essential	ybjT	DUF2867 domain-containing protein		Cola;Dda3937;Ddia6719;DdiaME23;DvH;Keio;Koxy;Miya;Pedo557;Ponti	1.0	False
OG03821	20	0	20	20	0	0.0	never_essential	trmA	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)		ANA3;Dda3937;Ddia6719;DdiaME23;Keio;Koxy;MR1;PS;PV4;Putida;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03822	22	1	22	44	1	0.045454545454545456	variably_essential	xdhB	FAD-binding molybdopterin dehydrogenase	Burk376	BFirm;Burk376;Cup4G11;Dino;Keio;Magneto;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo5_N2C3_1	2.0	False
OG03823	2	0	2	2	0	0.0	never_essential	yidF	predicted DNA-binding transcriptional regulator (NCBI)		Keio;Koxy	1.0	False
OG03824	10	0	10	10	0	0.0	never_essential	yjaG	protein containing DUF416		ANA3;Dda3937;Ddia6719;DdiaME23;Keio;Koxy;MR1;Marino;PV4;SB2B	1.0	False
OG03825	8	0	8	8	0	0.0	never_essential	abgB	amidohydrolase		Caulo;Dda3937;Ddia6719;DdiaME23;Keio;Korea;Koxy;Smeli	1.0	False
OG03826	2	0	2	2	0	0.0	never_essential	yegL	hypothetical protein		Keio;Koxy	1.0	False
OG03827	31	1	30	40	1	0.03225806451612903	variably_essential	ykgG	Uncharacterized conserved protein	RalstoniaUW163	ANA3;BFirm;Btheta;Burk376;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Keio;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Ponti;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;SB2B;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.2903225806451613	False
OG03828	5	0	5	6	0	0.0	never_essential	chbC	N,N'-diacetylchitobiose-specific enzyme IIC component of PTS (NCBI)		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.2	False
OG03829	3	0	3	4	0	0.0	never_essential	chbF	cryptic phospho-beta-glucosidase, NAD(P)-binding (NCBI)		Keio;Koxy;Smeli	1.3333333333333333	False
OG03830	3	0	3	3	0	0.0	never_essential	malS	alpha-amylase		Keio;Koxy;psRCH2	1.0	False
OG03831	5	0	5	5	0	0.0	never_essential	mdtJ	multidrug resistance protein, Smr family (TIGR)		DvH;Keio;Koxy;Miya;Smeli	1.0	False
OG03832	13	2	12	15	2	0.15384615384615385	variably_essential	napD	uncharacterized protein involved in formation of periplasmic nitrate reductase	PV4;azobra	ANA3;Dino;Keio;MR1;Magneto;PS;PV4;SB2B;Smeli;psRCH2;pseudo13_GW456_L13;pseudo6_N2E2	1.1538461538461537	False
OG03833	2	0	2	2	0	0.0	never_essential	yjeJ	hypothetical protein (NCBI)		Keio;Koxy	1.0	False
OG03834	2	0	2	2	0	0.0	never_essential	ygeW	knotted carbamoyltransferase YgeW		Keio;Koxy	1.0	False
OG03835	2	1	1	2	1	0.5	variably_essential	yaiY	predicted inner membrane protein (NCBI)	Koxy	Keio	1.0	False
OG03836	3	0	3	3	0	0.0	never_essential	gmr	modulator of Rnase II stability (NCBI)		BFirm;Burk376;Keio	1.0	False
OG03837	2	0	2	2	0	0.0	never_essential	iadA	isoaspartyl dipeptidase (RefSeq)		Keio;SB2B	1.0	False
OG03838	2	0	2	2	0	0.0	never_essential	ynjC	fused transporter subunits of ABC superfamily: membrane components (RefSeq)		Keio;Koxy	1.0	False
OG03839	21	0	21	21	0	0.0	never_essential	hepA	ATP-dependent helicase HepA (NCBI)		ANA3;Dda3937;Ddia6719;DdiaME23;Dyella79;Keio;Koxy;MR1;Marino;PV4;Putida;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03840	17	0	17	17	0	0.0	never_essential	ycaQ	Uncharacterized protein conserved in bacteria		ANA3;Burk376;Caulo;Dyella79;Keio;Korea;Koxy;MR1;Phaeo;SB2B;Smeli;WCS417;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03841	2	0	2	2	0	0.0	never_essential	yfcI	ISNCY family transposase		Keio;Koxy	1.0	False
OG03842	5	0	5	5	0	0.0	never_essential	yjeT	conserved inner membrane protein (NCBI)		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03843	5	0	5	5	0	0.0	never_essential	ybcH	protein of unknown function (DUF4434)		Dyella79;Keio;Putida;psRCH2;pseudo13_GW456_L13	1.0	False
OG03844	5	0	5	5	0	0.0	never_essential	aas	bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03845	3	0	3	3	0	0.0	never_essential	yfcV	predicted fimbrial-like adhesin protein (NCBI)		Keio;Koxy;WCS417	1.0	False
OG03846	9	3	6	9	3	0.3333333333333333	variably_essential	yrbB	sulfate transporter	Koxy;MR1;PV4	ANA3;Dda3937;Ddia6719;DdiaME23;Keio;SB2B	1.0	False
OG03847	3	0	3	4	0	0.0	never_essential	ybgQ	fimbrial biogenesis outer membrane usher protein		Keio;Koxy;WCS417	1.3333333333333333	False
OG03848	4	1	3	4	1	0.25	variably_essential	b1758	putative cytochrome oxidase (VIMSS)	Koxy	Keio;Phaeo;Smeli	1.0	False
OG03849	10	3	7	10	3	0.3	variably_essential	yjjB	threonine/serine exporter	Btheta;MR1;PV4	ANA3;Dda3937;Ddia6719;DdiaME23;Keio;Koxy;SB2B	1.0	False
OG03850	5	0	5	5	0	0.0	never_essential	yiiU	cell division protein ZapB		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03851	6	0	6	7	0	0.0	never_essential	gatZ	sugar kinase		ANA3;Keio;Koxy;RalstoniaGMI1000;SB2B;Smeli	1.1666666666666667	False
OG03852	15	0	15	16	0	0.0	never_essential	rna	ribonuclease		Caulo;Dda3937;Ddia6719;DdiaME23;Dino;Keio;Korea;Koxy;Magneto;Phaeo;Smeli;WCS417;azobra;pseudo3_N2E3;pseudo6_N2E2	1.0666666666666667	False
OG03853	5	0	5	5	0	0.0	never_essential	ybjD	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03854	5	1	4	5	1	0.2	variably_essential	ydbJ	DUF333 domain-containing protein	Dda3937	Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03855	42	2	41	58	2	0.047619047619047616	variably_essential	gltD	glutamate synthase (NADPH/NADH) small chain	BFirm;Marino	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;Magneto;Miya;PS;PV4;Pedo557;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.380952380952381	False
OG03856	5	0	5	5	0	0.0	never_essential	galF	UTP--glucose-1-phosphate uridylyltransferase		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03857	10	1	9	10	1	0.1	variably_essential	ttdB	L(+)-tartrate dehydratase (NCBI)	Magneto	Cup4G11;Ddia6719;DvH;Keio;Koxy;Methanococcus_JJ;Methanococcus_S2;Miya;acidovorax_3H11	1.0	False
OG03858	2	0	2	2	0	0.0	never_essential	ytfB	opacity-associated protein		Keio;Koxy	1.0	False
OG03859	9	8	1	9	8	0.8888888888888888	variably_essential	seqA	replication initiation regulator SeqA	ANA3;Ddia6719;DdiaME23;Keio;Koxy;MR1;PV4;SB2B	Dda3937	1.0	False
OG03860	2	0	2	2	0	0.0	never_essential	yqjB	membrane protein		Keio;Koxy	1.0	False
OG03861	36	30	6	36	30	0.8333333333333334	variably_essential	hfq	RNA-binding protein Hfq	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dino;Dyella79;HerbieS;Koxy;Magneto;PS;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Dda3937;Ddia6719;DdiaME23;Keio;MR1;PV4	1.0	False
OG03862	5	0	5	5	0	0.0	never_essential	manY	PTS mannose/fructose/sorbose transporter subunit IIC		Dda3937;Ddia6719;DdiaME23;Keio;Koxy	1.0	False
OG03863	32	0	32	38	0	0.0	never_essential	glgX	glycogen debranching enzyme GlgX		ANA3;BFirm;Btheta;Burk376;Dda3937;Ddia6719;DdiaME23;HerbieS;Keio;Koxy;MR1;Magneto;PV4;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.1875	False
OG03864	2	0	2	2	0	0.0	never_essential	elbA	anti-adapter protein IraM		Keio;Koxy	1.0	False
OG03865	2	0	2	2	0	0.0	never_essential	ybbY	putative transport (VIMSS)		Keio;Koxy	1.0	False
OG03866	30	0	30	30	0	0.0	never_essential	metE	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase		ANA3;BFirm;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;Keio;Koxy;MR1;Marino;Miya;PV4;Pedo557;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03867	6	0	6	6	0	0.0	never_essential	b2294	YfbU family protein		Dda3937;Ddia6719;DdiaME23;DvH;Keio;Koxy	1.0	False
OG03868	15	5	10	15	5	0.3333333333333333	variably_essential	ycfM	membrane lipoprotein lipid attachment site-like protein	ANA3;Ddia6719;MR1;Marino;PV4	Dda3937;DdiaME23;Keio;Koxy;SB2B;acidovorax_3H11;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG03869	2	1	1	2	1	0.5	variably_essential	b1903	orf, hypothetical protein (VIMSS)	Keio	Koxy	1.0	False
