genome_id	environment	t3ss_type	biofilm_type	pel_count	psl_count	exoS	exoT	exoU	exoY	gacS	ladS	pelA	pelB	pelC	pelD	pelE	pelF	pelG	pslA	pslC	pslD	pslE	pslF	pslG	pslH	pslI	pslJ	pslK	pslL	retS
RS_GCF_004372415.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372435.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372445.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372485.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372495.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372505.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372525.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372535.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372585.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372595.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372615.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372635.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372645.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372675.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372695.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372705.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372725.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372745.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372775.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372805.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372815.1	Other Clinical	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372825.1	Other Clinical	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372845.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372875.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372905.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372915.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004372925.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	4	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1
RS_GCF_004372935.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004372985.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004372995.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373015.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373025.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373035.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373075.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373095.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373125.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373135.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373155.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373175.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373195.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373225.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373235.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373255.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
RS_GCF_004373275.1	CF patient	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373305.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373315.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373345.1	Upper Airway	Neither	Pel+Psl+ (PAO1-like)	7	11	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373355.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373365.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373405.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004373415.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004373425.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004373455.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004373475.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373505.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373515.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
RS_GCF_004373545.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
RS_GCF_004373565.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373575.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373585.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373595.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373645.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373655.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373665.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373675.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373725.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373745.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373755.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373765.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373795.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004373805.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004373845.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373865.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373875.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	8	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1
RS_GCF_004373885.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373915.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373935.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373965.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004373975.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	8	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1
RS_GCF_004373985.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004373995.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	8	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1
RS_GCF_004374005.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374065.1	Unknown	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004374075.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374085.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374095.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004374105.1	Upper Airway	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374165.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004374175.1	Upper Airway	ExoS+	Pel-only (PA14-like)	7	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004374185.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374195.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	5	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1
RS_GCF_004374205.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374265.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	5	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1
RS_GCF_004374275.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374295.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374305.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374315.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	4	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1
RS_GCF_004374365.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	8	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
RS_GCF_004374385.1	Lung/Respiratory	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374395.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374405.1	Lung/Respiratory	Neither	Pel+Psl+ (PAO1-like)	7	11	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374415.1	Lung/Respiratory	Neither	Pel+Psl+ (PAO1-like)	6	11	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374425.1	Lung/Respiratory	ExoU+	Pel+Psl+ (PAO1-like)	6	11	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374485.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004374495.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004374505.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374515.1	Lung/Respiratory	ExoS+	Pel-only (PA14-like)	7	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
RS_GCF_004374525.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374585.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374595.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
RS_GCF_004374605.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374615.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374625.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374685.1	Lung/Respiratory	Neither	Pel+Psl+ (PAO1-like)	7	11	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004374705.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375075.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375115.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	10	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
RS_GCF_004375165.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375175.1	Lung/Respiratory	ExoU+	Pel+Psl+ (PAO1-like)	7	11	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375185.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375195.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375205.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375265.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375275.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375285.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375295.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375325.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	8	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1
RS_GCF_004375365.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375375.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375385.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375405.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375425.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375455.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	8	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1
RS_GCF_004375475.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	6	11	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375495.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375515.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375525.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375535.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RS_GCF_004375585.1	Lung/Respiratory	ExoS+	Pel+Psl+ (PAO1-like)	7	11	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
